#    L    TT             EE             BB             TE             PP             TP             EP
  5912    0.25303E-01    0.37110E-03    0.00000E+00   -0.30069E-04    0.38480E-09    0.17965E-07    0.48738E-10
  5913    0.25246E-01    0.36989E-03    0.00000E+00   -0.29540E-04    0.38470E-09    0.17946E-07    0.48847E-10
  5914    0.25189E-01    0.36868E-03    0.00000E+00   -0.29011E-04    0.38459E-09    0.17927E-07    0.48955E-10
  5915    0.25131E-01    0.36749E-03    0.00000E+00   -0.28483E-04    0.38448E-09    0.17908E-07    0.49063E-10
  5916    0.25074E-01    0.36629E-03    0.00000E+00   -0.27955E-04    0.38438E-09    0.17889E-07    0.49171E-10
  5917    0.25017E-01    0.36510E-03    0.00000E+00   -0.27437E-04    0.38427E-09    0.17870E-07    0.49277E-10
  5918    0.24960E-01    0.36393E-03    0.00000E+00   -0.26919E-04    0.38417E-09    0.17851E-07    0.49384E-10
  5919    0.24903E-01    0.36276E-03    0.00000E+00   -0.26406E-04    0.38406E-09    0.17832E-07    0.49489E-10
  5920    0.24847E-01    0.36158E-03    0.00000E+00   -0.25896E-04    0.38396E-09    0.17814E-07    0.49595E-10
  5921    0.24789E-01    0.36042E-03    0.00000E+00   -0.25390E-04    0.38385E-09    0.17795E-07    0.49699E-10
  5922    0.24732E-01    0.35926E-03    0.00000E+00   -0.24892E-04    0.38375E-09    0.17776E-07    0.49803E-10
  5923    0.24675E-01    0.35811E-03    0.00000E+00   -0.24396E-04    0.38364E-09    0.17758E-07    0.49907E-10
  5924    0.24618E-01    0.35696E-03    0.00000E+00   -0.23907E-04    0.38354E-09    0.17739E-07    0.50010E-10
  5925    0.24562E-01    0.35583E-03    0.00000E+00   -0.23422E-04    0.38343E-09    0.17721E-07    0.50112E-10
  5926    0.24505E-01    0.35469E-03    0.00000E+00   -0.22945E-04    0.38332E-09    0.17702E-07    0.50214E-10
  5927    0.24449E-01    0.35357E-03    0.00000E+00   -0.22476E-04    0.38322E-09    0.17684E-07    0.50315E-10
  5928    0.24392E-01    0.35245E-03    0.00000E+00   -0.22011E-04    0.38311E-09    0.17665E-07    0.50416E-10
  5929    0.24336E-01    0.35134E-03    0.00000E+00   -0.21554E-04    0.38301E-09    0.17647E-07    0.50516E-10
  5930    0.24278E-01    0.35023E-03    0.00000E+00   -0.21104E-04    0.38290E-09    0.17629E-07    0.50615E-10
  5931    0.24223E-01    0.34914E-03    0.00000E+00   -0.20661E-04    0.38280E-09    0.17611E-07    0.50714E-10
  5932    0.24166E-01    0.34804E-03    0.00000E+00   -0.20225E-04    0.38269E-09    0.17592E-07    0.50812E-10
  5933    0.24109E-01    0.34696E-03    0.00000E+00   -0.19795E-04    0.38259E-09    0.17574E-07    0.50910E-10
  5934    0.24053E-01    0.34587E-03    0.00000E+00   -0.19374E-04    0.38249E-09    0.17556E-07    0.51007E-10
  5935    0.23997E-01    0.34480E-03    0.00000E+00   -0.18969E-04    0.38238E-09    0.17538E-07    0.51103E-10
  5936    0.23941E-01    0.34374E-03    0.00000E+00   -0.18564E-04    0.38228E-09    0.17520E-07    0.51199E-10
  5937    0.23886E-01    0.34267E-03    0.00000E+00   -0.18169E-04    0.38217E-09    0.17502E-07    0.51294E-10
  5938    0.23830E-01    0.34162E-03    0.00000E+00   -0.17785E-04    0.38207E-09    0.17485E-07    0.51388E-10
  5939    0.23775E-01    0.34057E-03    0.00000E+00   -0.17404E-04    0.38196E-09    0.17467E-07    0.51482E-10
  5940    0.23754E-01    0.33975E-03    0.00000E+00   -0.18170E-04    0.38186E-09    0.17449E-07    0.51575E-10
  5941    0.23734E-01    0.33893E-03    0.00000E+00   -0.18930E-04    0.38175E-09    0.17431E-07    0.51668E-10
  5942    0.23713E-01    0.33811E-03    0.00000E+00   -0.19685E-04    0.38165E-09    0.17414E-07    0.51759E-10
  5943    0.23693E-01    0.33729E-03    0.00000E+00   -0.20434E-04    0.38154E-09    0.17396E-07    0.51850E-10
  5944    0.23672E-01    0.33647E-03    0.00000E+00   -0.21179E-04    0.38144E-09    0.17379E-07    0.51941E-10
  5945    0.23652E-01    0.33565E-03    0.00000E+00   -0.21918E-04    0.38134E-09    0.17361E-07    0.52030E-10
  5946    0.23631E-01    0.33484E-03    0.00000E+00   -0.22652E-04    0.38123E-09    0.17344E-07    0.52120E-10
  5947    0.23611E-01    0.33403E-03    0.00000E+00   -0.23381E-04    0.38113E-09    0.17326E-07    0.52208E-10
  5948    0.23590E-01    0.33322E-03    0.00000E+00   -0.24104E-04    0.38102E-09    0.17309E-07    0.52296E-10
  5949    0.23569E-01    0.33241E-03    0.00000E+00   -0.24823E-04    0.38092E-09    0.17292E-07    0.52383E-10
  5950    0.23549E-01    0.33160E-03    0.00000E+00   -0.25536E-04    0.38081E-09    0.17274E-07    0.52469E-10
  5951    0.23528E-01    0.33079E-03    0.00000E+00   -0.26244E-04    0.38071E-09    0.17257E-07    0.52555E-10
  5952    0.23507E-01    0.32999E-03    0.00000E+00   -0.26946E-04    0.38061E-09    0.17240E-07    0.52640E-10
  5953    0.23487E-01    0.32919E-03    0.00000E+00   -0.27644E-04    0.38050E-09    0.17223E-07    0.52725E-10
  5954    0.23466E-01    0.32838E-03    0.00000E+00   -0.28336E-04    0.38040E-09    0.17206E-07    0.52808E-10
  5955    0.23445E-01    0.32758E-03    0.00000E+00   -0.29023E-04    0.38029E-09    0.17189E-07    0.52892E-10
  5956    0.23425E-01    0.32678E-03    0.00000E+00   -0.29705E-04    0.38019E-09    0.17172E-07    0.52974E-10
  5957    0.23404E-01    0.32599E-03    0.00000E+00   -0.30382E-04    0.38009E-09    0.17156E-07    0.53056E-10
  5958    0.23383E-01    0.32519E-03    0.00000E+00   -0.31054E-04    0.37998E-09    0.17139E-07    0.53137E-10
  5959    0.23362E-01    0.32440E-03    0.00000E+00   -0.31721E-04    0.37988E-09    0.17122E-07    0.53218E-10
  5960    0.23342E-01    0.32361E-03    0.00000E+00   -0.32383E-04    0.37978E-09    0.17105E-07    0.53298E-10
  5961    0.23321E-01    0.32281E-03    0.00000E+00   -0.33039E-04    0.37967E-09    0.17089E-07    0.53377E-10
  5962    0.23300E-01    0.32203E-03    0.00000E+00   -0.33691E-04    0.37957E-09    0.17072E-07    0.53456E-10
  5963    0.23279E-01    0.32124E-03    0.00000E+00   -0.34337E-04    0.37947E-09    0.17056E-07    0.53534E-10
  5964    0.23259E-01    0.32045E-03    0.00000E+00   -0.34978E-04    0.37936E-09    0.17039E-07    0.53611E-10
  5965    0.23238E-01    0.31967E-03    0.00000E+00   -0.35615E-04    0.37926E-09    0.17023E-07    0.53688E-10
  5966    0.23217E-01    0.31888E-03    0.00000E+00   -0.36246E-04    0.37915E-09    0.17006E-07    0.53764E-10
  5967    0.23196E-01    0.31810E-03    0.00000E+00   -0.36872E-04    0.37905E-09    0.16990E-07    0.53839E-10
  5968    0.23175E-01    0.31732E-03    0.00000E+00   -0.37493E-04    0.37895E-09    0.16974E-07    0.53914E-10
  5969    0.23154E-01    0.31654E-03    0.00000E+00   -0.38109E-04    0.37885E-09    0.16958E-07    0.53988E-10
  5970    0.23133E-01    0.31576E-03    0.00000E+00   -0.38721E-04    0.37874E-09    0.16941E-07    0.54062E-10
  5971    0.23112E-01    0.31499E-03    0.00000E+00   -0.39327E-04    0.37864E-09    0.16925E-07    0.54135E-10
  5972    0.23091E-01    0.31421E-03    0.00000E+00   -0.39928E-04    0.37854E-09    0.16909E-07    0.54207E-10
  5973    0.23071E-01    0.31344E-03    0.00000E+00   -0.40524E-04    0.37843E-09    0.16893E-07    0.54279E-10
  5974    0.23050E-01    0.31267E-03    0.00000E+00   -0.41116E-04    0.37833E-09    0.16877E-07    0.54350E-10
  5975    0.23029E-01    0.31190E-03    0.00000E+00   -0.41702E-04    0.37823E-09    0.16861E-07    0.54420E-10
  5976    0.23008E-01    0.31113E-03    0.00000E+00   -0.42284E-04    0.37812E-09    0.16846E-07    0.54490E-10
  5977    0.22987E-01    0.31036E-03    0.00000E+00   -0.42860E-04    0.37802E-09    0.16830E-07    0.54559E-10
  5978    0.22966E-01    0.30960E-03    0.00000E+00   -0.43432E-04    0.37792E-09    0.16814E-07    0.54628E-10
  5979    0.22945E-01    0.30884E-03    0.00000E+00   -0.43998E-04    0.37781E-09    0.16798E-07    0.54695E-10
  5980    0.22924E-01    0.30807E-03    0.00000E+00   -0.44560E-04    0.37771E-09    0.16783E-07    0.54763E-10
  5981    0.22903E-01    0.30731E-03    0.00000E+00   -0.45117E-04    0.37761E-09    0.16767E-07    0.54830E-10
  5982    0.22882E-01    0.30655E-03    0.00000E+00   -0.45669E-04    0.37751E-09    0.16751E-07    0.54896E-10
  5983    0.22860E-01    0.30580E-03    0.00000E+00   -0.46217E-04    0.37740E-09    0.16736E-07    0.54961E-10
  5984    0.22839E-01    0.30504E-03    0.00000E+00   -0.46759E-04    0.37730E-09    0.16721E-07    0.55026E-10
  5985    0.22818E-01    0.30428E-03    0.00000E+00   -0.47296E-04    0.37720E-09    0.16705E-07    0.55090E-10
  5986    0.22797E-01    0.30353E-03    0.00000E+00   -0.47829E-04    0.37710E-09    0.16690E-07    0.55154E-10
  5987    0.22776E-01    0.30278E-03    0.00000E+00   -0.48357E-04    0.37699E-09    0.16674E-07    0.55217E-10
  5988    0.22755E-01    0.30203E-03    0.00000E+00   -0.48880E-04    0.37689E-09    0.16659E-07    0.55279E-10
  5989    0.22734E-01    0.30128E-03    0.00000E+00   -0.49398E-04    0.37679E-09    0.16644E-07    0.55341E-10
  5990    0.22713E-01    0.30053E-03    0.00000E+00   -0.49912E-04    0.37669E-09    0.16629E-07    0.55402E-10
  5991    0.22692E-01    0.29979E-03    0.00000E+00   -0.50421E-04    0.37658E-09    0.16614E-07    0.55463E-10
  5992    0.22670E-01    0.29904E-03    0.00000E+00   -0.50924E-04    0.37648E-09    0.16599E-07    0.55523E-10
  5993    0.22649E-01    0.29830E-03    0.00000E+00   -0.51424E-04    0.37638E-09    0.16584E-07    0.55582E-10
  5994    0.22628E-01    0.29756E-03    0.00000E+00   -0.51918E-04    0.37628E-09    0.16569E-07    0.55641E-10
  5995    0.22607E-01    0.29682E-03    0.00000E+00   -0.52408E-04    0.37618E-09    0.16554E-07    0.55699E-10
  5996    0.22586E-01    0.29608E-03    0.00000E+00   -0.52893E-04    0.37607E-09    0.16539E-07    0.55757E-10
  5997    0.22564E-01    0.29534E-03    0.00000E+00   -0.53373E-04    0.37597E-09    0.16524E-07    0.55814E-10
  5998    0.22543E-01    0.29460E-03    0.00000E+00   -0.53849E-04    0.37587E-09    0.16509E-07    0.55870E-10
  5999    0.22522E-01    0.29387E-03    0.00000E+00   -0.54320E-04    0.37577E-09    0.16495E-07    0.55926E-10
  6000    0.22501E-01    0.29314E-03    0.00000E+00   -0.54786E-04    0.37567E-09    0.16480E-07    0.55981E-10
  6001    0.22479E-01    0.29241E-03    0.00000E+00   -0.55247E-04    0.37556E-09    0.16466E-07    0.56036E-10
  6002    0.22458E-01    0.29168E-03    0.00000E+00   -0.55704E-04    0.37546E-09    0.16451E-07    0.56090E-10
  6003    0.22437E-01    0.29095E-03    0.00000E+00   -0.56156E-04    0.37536E-09    0.16436E-07    0.56143E-10
  6004    0.22415E-01    0.29022E-03    0.00000E+00   -0.56604E-04    0.37526E-09    0.16422E-07    0.56196E-10
  6005    0.22394E-01    0.28949E-03    0.00000E+00   -0.57047E-04    0.37516E-09    0.16408E-07    0.56248E-10
  6006    0.22373E-01    0.28877E-03    0.00000E+00   -0.57485E-04    0.37506E-09    0.16393E-07    0.56300E-10
  6007    0.22351E-01    0.28805E-03    0.00000E+00   -0.57919E-04    0.37495E-09    0.16379E-07    0.56351E-10
  6008    0.22330E-01    0.28733E-03    0.00000E+00   -0.58348E-04    0.37485E-09    0.16365E-07    0.56401E-10
  6009    0.22309E-01    0.28661E-03    0.00000E+00   -0.58772E-04    0.37475E-09    0.16350E-07    0.56451E-10
  6010    0.22287E-01    0.28589E-03    0.00000E+00   -0.59192E-04    0.37465E-09    0.16336E-07    0.56500E-10
  6011    0.22266E-01    0.28517E-03    0.00000E+00   -0.59608E-04    0.37455E-09    0.16322E-07    0.56549E-10
  6012    0.22245E-01    0.28445E-03    0.00000E+00   -0.60018E-04    0.37445E-09    0.16308E-07    0.56597E-10
  6013    0.22223E-01    0.28374E-03    0.00000E+00   -0.60425E-04    0.37435E-09    0.16294E-07    0.56645E-10
  6014    0.22202E-01    0.28303E-03    0.00000E+00   -0.60826E-04    0.37424E-09    0.16280E-07    0.56692E-10
  6015    0.22180E-01    0.28232E-03    0.00000E+00   -0.61224E-04    0.37414E-09    0.16266E-07    0.56738E-10
  6016    0.22159E-01    0.28161E-03    0.00000E+00   -0.61616E-04    0.37404E-09    0.16252E-07    0.56784E-10
  6017    0.22138E-01    0.28090E-03    0.00000E+00   -0.62004E-04    0.37394E-09    0.16238E-07    0.56830E-10
  6018    0.22116E-01    0.28019E-03    0.00000E+00   -0.62388E-04    0.37384E-09    0.16225E-07    0.56874E-10
  6019    0.22095E-01    0.27949E-03    0.00000E+00   -0.62767E-04    0.37374E-09    0.16211E-07    0.56918E-10
  6020    0.22073E-01    0.27878E-03    0.00000E+00   -0.63142E-04    0.37364E-09    0.16197E-07    0.56962E-10
  6021    0.22052E-01    0.27808E-03    0.00000E+00   -0.63512E-04    0.37354E-09    0.16183E-07    0.57005E-10
  6022    0.22030E-01    0.27738E-03    0.00000E+00   -0.63878E-04    0.37343E-09    0.16170E-07    0.57047E-10
  6023    0.22009E-01    0.27668E-03    0.00000E+00   -0.64239E-04    0.37333E-09    0.16156E-07    0.57089E-10
  6024    0.21987E-01    0.27598E-03    0.00000E+00   -0.64596E-04    0.37323E-09    0.16143E-07    0.57131E-10
  6025    0.21966E-01    0.27528E-03    0.00000E+00   -0.64949E-04    0.37313E-09    0.16129E-07    0.57171E-10
  6026    0.21944E-01    0.27459E-03    0.00000E+00   -0.65297E-04    0.37303E-09    0.16116E-07    0.57212E-10
  6027    0.21923E-01    0.27389E-03    0.00000E+00   -0.65641E-04    0.37293E-09    0.16103E-07    0.57251E-10
  6028    0.21901E-01    0.27320E-03    0.00000E+00   -0.65980E-04    0.37283E-09    0.16089E-07    0.57290E-10
  6029    0.21880E-01    0.27251E-03    0.00000E+00   -0.66315E-04    0.37273E-09    0.16076E-07    0.57329E-10
  6030    0.21858E-01    0.27182E-03    0.00000E+00   -0.66645E-04    0.37263E-09    0.16063E-07    0.57367E-10
  6031    0.21836E-01    0.27113E-03    0.00000E+00   -0.66971E-04    0.37253E-09    0.16049E-07    0.57404E-10
  6032    0.21815E-01    0.27044E-03    0.00000E+00   -0.67293E-04    0.37243E-09    0.16036E-07    0.57441E-10
  6033    0.21793E-01    0.26976E-03    0.00000E+00   -0.67611E-04    0.37233E-09    0.16023E-07    0.57477E-10
  6034    0.21772E-01    0.26907E-03    0.00000E+00   -0.67924E-04    0.37223E-09    0.16010E-07    0.57513E-10
  6035    0.21750E-01    0.26839E-03    0.00000E+00   -0.68233E-04    0.37213E-09    0.15997E-07    0.57548E-10
  6036    0.21728E-01    0.26771E-03    0.00000E+00   -0.68537E-04    0.37203E-09    0.15984E-07    0.57583E-10
  6037    0.21707E-01    0.26703E-03    0.00000E+00   -0.68837E-04    0.37193E-09    0.15971E-07    0.57617E-10
  6038    0.21685E-01    0.26635E-03    0.00000E+00   -0.69133E-04    0.37183E-09    0.15958E-07    0.57651E-10
  6039    0.21664E-01    0.26567E-03    0.00000E+00   -0.69425E-04    0.37173E-09    0.15946E-07    0.57684E-10
  6040    0.21642E-01    0.26499E-03    0.00000E+00   -0.69712E-04    0.37163E-09    0.15933E-07    0.57716E-10
  6041    0.21620E-01    0.26432E-03    0.00000E+00   -0.69995E-04    0.37152E-09    0.15920E-07    0.57748E-10
  6042    0.21599E-01    0.26365E-03    0.00000E+00   -0.70274E-04    0.37142E-09    0.15907E-07    0.57779E-10
  6043    0.21577E-01    0.26297E-03    0.00000E+00   -0.70549E-04    0.37132E-09    0.15895E-07    0.57810E-10
  6044    0.21555E-01    0.26230E-03    0.00000E+00   -0.70819E-04    0.37122E-09    0.15882E-07    0.57841E-10
  6045    0.21534E-01    0.26163E-03    0.00000E+00   -0.71086E-04    0.37112E-09    0.15870E-07    0.57870E-10
  6046    0.21512E-01    0.26097E-03    0.00000E+00   -0.71348E-04    0.37102E-09    0.15857E-07    0.57900E-10
  6047    0.21490E-01    0.26030E-03    0.00000E+00   -0.71605E-04    0.37092E-09    0.15845E-07    0.57928E-10
  6048    0.21469E-01    0.25963E-03    0.00000E+00   -0.71859E-04    0.37083E-09    0.15832E-07    0.57957E-10
  6049    0.21447E-01    0.25897E-03    0.00000E+00   -0.72108E-04    0.37073E-09    0.15820E-07    0.57984E-10
  6050    0.21425E-01    0.25831E-03    0.00000E+00   -0.72354E-04    0.37063E-09    0.15807E-07    0.58011E-10
  6051    0.21403E-01    0.25765E-03    0.00000E+00   -0.72595E-04    0.37053E-09    0.15795E-07    0.58038E-10
  6052    0.21382E-01    0.25699E-03    0.00000E+00   -0.72832E-04    0.37043E-09    0.15783E-07    0.58064E-10
  6053    0.21360E-01    0.25633E-03    0.00000E+00   -0.73065E-04    0.37033E-09    0.15771E-07    0.58089E-10
  6054    0.21338E-01    0.25567E-03    0.00000E+00   -0.73293E-04    0.37023E-09    0.15759E-07    0.58114E-10
  6055    0.21316E-01    0.25502E-03    0.00000E+00   -0.73518E-04    0.37013E-09    0.15746E-07    0.58139E-10
  6056    0.21295E-01    0.25436E-03    0.00000E+00   -0.73739E-04    0.37003E-09    0.15734E-07    0.58163E-10
  6057    0.21273E-01    0.25371E-03    0.00000E+00   -0.73955E-04    0.36993E-09    0.15722E-07    0.58186E-10
  6058    0.21251E-01    0.25306E-03    0.00000E+00   -0.74167E-04    0.36983E-09    0.15710E-07    0.58209E-10
  6059    0.21229E-01    0.25241E-03    0.00000E+00   -0.74376E-04    0.36973E-09    0.15698E-07    0.58232E-10
  6060    0.21208E-01    0.25176E-03    0.00000E+00   -0.74580E-04    0.36963E-09    0.15687E-07    0.58254E-10
  6061    0.21186E-01    0.25111E-03    0.00000E+00   -0.74780E-04    0.36953E-09    0.15675E-07    0.58275E-10
  6062    0.21164E-01    0.25047E-03    0.00000E+00   -0.74976E-04    0.36943E-09    0.15663E-07    0.58296E-10
  6063    0.21142E-01    0.24982E-03    0.00000E+00   -0.75168E-04    0.36933E-09    0.15651E-07    0.58316E-10
  6064    0.21120E-01    0.24918E-03    0.00000E+00   -0.75356E-04    0.36923E-09    0.15639E-07    0.58336E-10
  6065    0.21098E-01    0.24854E-03    0.00000E+00   -0.75540E-04    0.36913E-09    0.15628E-07    0.58355E-10
  6066    0.21077E-01    0.24790E-03    0.00000E+00   -0.75720E-04    0.36903E-09    0.15616E-07    0.58374E-10
  6067    0.21055E-01    0.24726E-03    0.00000E+00   -0.75897E-04    0.36894E-09    0.15604E-07    0.58392E-10
  6068    0.21033E-01    0.24662E-03    0.00000E+00   -0.76069E-04    0.36884E-09    0.15593E-07    0.58410E-10
  6069    0.21011E-01    0.24598E-03    0.00000E+00   -0.76237E-04    0.36874E-09    0.15581E-07    0.58427E-10
  6070    0.20989E-01    0.24535E-03    0.00000E+00   -0.76401E-04    0.36864E-09    0.15570E-07    0.58444E-10
  6071    0.20967E-01    0.24471E-03    0.00000E+00   -0.76561E-04    0.36854E-09    0.15559E-07    0.58460E-10
  6072    0.20945E-01    0.24408E-03    0.00000E+00   -0.76718E-04    0.36844E-09    0.15547E-07    0.58476E-10
  6073    0.20924E-01    0.24345E-03    0.00000E+00   -0.76870E-04    0.36834E-09    0.15536E-07    0.58491E-10
  6074    0.20902E-01    0.24282E-03    0.00000E+00   -0.77018E-04    0.36824E-09    0.15524E-07    0.58506E-10
  6075    0.20880E-01    0.24219E-03    0.00000E+00   -0.77163E-04    0.36814E-09    0.15513E-07    0.58520E-10
  6076    0.20858E-01    0.24156E-03    0.00000E+00   -0.77304E-04    0.36805E-09    0.15502E-07    0.58534E-10
  6077    0.20836E-01    0.24094E-03    0.00000E+00   -0.77440E-04    0.36795E-09    0.15491E-07    0.58547E-10
  6078    0.20814E-01    0.24031E-03    0.00000E+00   -0.77573E-04    0.36785E-09    0.15480E-07    0.58560E-10
  6079    0.20792E-01    0.23969E-03    0.00000E+00   -0.77702E-04    0.36775E-09    0.15469E-07    0.58572E-10
  6080    0.20770E-01    0.23907E-03    0.00000E+00   -0.77828E-04    0.36765E-09    0.15458E-07    0.58584E-10
  6081    0.20748E-01    0.23845E-03    0.00000E+00   -0.77949E-04    0.36755E-09    0.15447E-07    0.58595E-10
  6082    0.20726E-01    0.23783E-03    0.00000E+00   -0.78066E-04    0.36746E-09    0.15436E-07    0.58606E-10
  6083    0.20705E-01    0.23721E-03    0.00000E+00   -0.78180E-04    0.36736E-09    0.15425E-07    0.58617E-10
  6084    0.20683E-01    0.23659E-03    0.00000E+00   -0.78290E-04    0.36726E-09    0.15414E-07    0.58626E-10
