#    L    TT             EE             BB             TE             PP             TP             EP
  9255    0.20629E-02    0.47479E-06    0.00000E+00    0.33530E-04    0.18313E-09    0.35113E-08    0.59197E-11
  9256    0.20617E-02    0.47240E-06    0.00000E+00    0.33537E-04    0.18310E-09    0.35109E-08    0.59155E-11
  9257    0.20605E-02    0.47001E-06    0.00000E+00    0.33543E-04    0.18307E-09    0.35105E-08    0.59114E-11
  9258    0.20593E-02    0.46763E-06    0.00000E+00    0.33550E-04    0.18303E-09    0.35101E-08    0.59072E-11
  9259    0.20580E-02    0.46527E-06    0.00000E+00    0.33556E-04    0.18300E-09    0.35097E-08    0.59031E-11
  9260    0.20568E-02    0.46291E-06    0.00000E+00    0.33562E-04    0.18297E-09    0.35093E-08    0.58989E-11
  9261    0.20556E-02    0.46056E-06    0.00000E+00    0.33568E-04    0.18293E-09    0.35089E-08    0.58948E-11
  9262    0.20544E-02    0.45823E-06    0.00000E+00    0.33574E-04    0.18290E-09    0.35085E-08    0.58907E-11
  9263    0.20532E-02    0.45590E-06    0.00000E+00    0.33580E-04    0.18287E-09    0.35082E-08    0.58866E-11
  9264    0.20520E-02    0.45358E-06    0.00000E+00    0.33586E-04    0.18284E-09    0.35078E-08    0.58825E-11
  9265    0.20508E-02    0.45127E-06    0.00000E+00    0.33591E-04    0.18280E-09    0.35074E-08    0.58784E-11
  9266    0.20496E-02    0.44897E-06    0.00000E+00    0.33597E-04    0.18277E-09    0.35071E-08    0.58743E-11
  9267    0.20485E-02    0.44668E-06    0.00000E+00    0.33603E-04    0.18274E-09    0.35067E-08    0.58702E-11
  9268    0.20473E-02    0.44440E-06    0.00000E+00    0.33608E-04    0.18270E-09    0.35064E-08    0.58662E-11
  9269    0.20461E-02    0.44213E-06    0.00000E+00    0.33613E-04    0.18267E-09    0.35060E-08    0.58621E-11
  9270    0.20449E-02    0.43987E-06    0.00000E+00    0.33618E-04    0.18264E-09    0.35057E-08    0.58581E-11
  9271    0.20437E-02    0.43761E-06    0.00000E+00    0.33624E-04    0.18261E-09    0.35053E-08    0.58541E-11
  9272    0.20425E-02    0.43537E-06    0.00000E+00    0.33629E-04    0.18257E-09    0.35050E-08    0.58500E-11
  9273    0.20413E-02    0.43314E-06    0.00000E+00    0.33634E-04    0.18254E-09    0.35047E-08    0.58460E-11
  9274    0.20402E-02    0.43091E-06    0.00000E+00    0.33638E-04    0.18251E-09    0.35043E-08    0.58420E-11
  9275    0.20390E-02    0.42870E-06    0.00000E+00    0.33643E-04    0.18248E-09    0.35040E-08    0.58380E-11
  9276    0.20378E-02    0.42649E-06    0.00000E+00    0.33648E-04    0.18244E-09    0.35037E-08    0.58340E-11
  9277    0.20366E-02    0.42430E-06    0.00000E+00    0.33652E-04    0.18241E-09    0.35034E-08    0.58301E-11
  9278    0.20355E-02    0.42211E-06    0.00000E+00    0.33657E-04    0.18238E-09    0.35031E-08    0.58261E-11
  9279    0.20343E-02    0.41993E-06    0.00000E+00    0.33661E-04    0.18234E-09    0.35028E-08    0.58221E-11
  9280    0.20331E-02    0.41776E-06    0.00000E+00    0.33666E-04    0.18231E-09    0.35025E-08    0.58182E-11
  9281    0.20320E-02    0.41560E-06    0.00000E+00    0.33670E-04    0.18228E-09    0.35022E-08    0.58142E-11
  9282    0.20308E-02    0.41345E-06    0.00000E+00    0.33674E-04    0.18225E-09    0.35019E-08    0.58103E-11
  9283    0.20296E-02    0.41131E-06    0.00000E+00    0.33678E-04    0.18221E-09    0.35016E-08    0.58064E-11
  9284    0.20285E-02    0.40918E-06    0.00000E+00    0.33682E-04    0.18218E-09    0.35013E-08    0.58025E-11
  9285    0.20273E-02    0.40706E-06    0.00000E+00    0.33686E-04    0.18215E-09    0.35010E-08    0.57986E-11
  9286    0.20261E-02    0.40494E-06    0.00000E+00    0.33689E-04    0.18212E-09    0.35008E-08    0.57947E-11
  9287    0.20250E-02    0.40284E-06    0.00000E+00    0.33693E-04    0.18208E-09    0.35005E-08    0.57908E-11
  9288    0.20238E-02    0.40075E-06    0.00000E+00    0.33697E-04    0.18205E-09    0.35002E-08    0.57869E-11
  9289    0.20227E-02    0.39866E-06    0.00000E+00    0.33700E-04    0.18202E-09    0.35000E-08    0.57830E-11
  9290    0.20215E-02    0.39658E-06    0.00000E+00    0.33704E-04    0.18198E-09    0.34997E-08    0.57792E-11
  9291    0.20204E-02    0.39452E-06    0.00000E+00    0.33707E-04    0.18195E-09    0.34994E-08    0.57753E-11
  9292    0.20192E-02    0.39246E-06    0.00000E+00    0.33710E-04    0.18192E-09    0.34992E-08    0.57715E-11
  9293    0.20181E-02    0.39041E-06    0.00000E+00    0.33713E-04    0.18189E-09    0.34989E-08    0.57676E-11
  9294    0.20169E-02    0.38837E-06    0.00000E+00    0.33716E-04    0.18185E-09    0.34987E-08    0.57638E-11
  9295    0.20158E-02    0.38634E-06    0.00000E+00    0.33719E-04    0.18182E-09    0.34985E-08    0.57600E-11
  9296    0.20147E-02    0.38432E-06    0.00000E+00    0.33722E-04    0.18179E-09    0.34982E-08    0.57562E-11
  9297    0.20135E-02    0.38230E-06    0.00000E+00    0.33725E-04    0.18176E-09    0.34980E-08    0.57524E-11
  9298    0.20124E-02    0.38030E-06    0.00000E+00    0.33727E-04    0.18172E-09    0.34978E-08    0.57486E-11
  9299    0.20112E-02    0.37831E-06    0.00000E+00    0.33730E-04    0.18169E-09    0.34976E-08    0.57448E-11
  9300    0.20101E-02    0.37632E-06    0.00000E+00    0.33732E-04    0.18166E-09    0.34973E-08    0.57411E-11
  9301    0.20090E-02    0.37434E-06    0.00000E+00    0.33735E-04    0.18163E-09    0.34971E-08    0.57373E-11
  9302    0.20078E-02    0.37238E-06    0.00000E+00    0.33737E-04    0.18159E-09    0.34969E-08    0.57336E-11
  9303    0.20067E-02    0.37042E-06    0.00000E+00    0.33739E-04    0.18156E-09    0.34967E-08    0.57298E-11
  9304    0.20056E-02    0.36847E-06    0.00000E+00    0.33741E-04    0.18153E-09    0.34965E-08    0.57261E-11
  9305    0.20045E-02    0.36653E-06    0.00000E+00    0.33743E-04    0.18150E-09    0.34963E-08    0.57223E-11
  9306    0.20033E-02    0.36459E-06    0.00000E+00    0.33745E-04    0.18146E-09    0.34961E-08    0.57186E-11
  9307    0.20022E-02    0.36267E-06    0.00000E+00    0.33747E-04    0.18143E-09    0.34959E-08    0.57149E-11
  9308    0.20011E-02    0.36076E-06    0.00000E+00    0.33749E-04    0.18140E-09    0.34957E-08    0.57112E-11
  9309    0.20000E-02    0.35885E-06    0.00000E+00    0.33750E-04    0.18137E-09    0.34956E-08    0.57075E-11
  9310    0.19989E-02    0.35696E-06    0.00000E+00    0.33752E-04    0.18133E-09    0.34954E-08    0.57038E-11
  9311    0.19978E-02    0.35507E-06    0.00000E+00    0.33753E-04    0.18130E-09    0.34952E-08    0.57002E-11
  9312    0.19966E-02    0.35319E-06    0.00000E+00    0.33755E-04    0.18127E-09    0.34950E-08    0.56965E-11
  9313    0.19955E-02    0.35132E-06    0.00000E+00    0.33756E-04    0.18124E-09    0.34949E-08    0.56929E-11
  9314    0.19944E-02    0.34946E-06    0.00000E+00    0.33757E-04    0.18120E-09    0.34947E-08    0.56892E-11
  9315    0.19933E-02    0.34761E-06    0.00000E+00    0.33759E-04    0.18117E-09    0.34946E-08    0.56856E-11
  9316    0.19922E-02    0.34577E-06    0.00000E+00    0.33760E-04    0.18114E-09    0.34944E-08    0.56819E-11
  9317    0.19911E-02    0.34393E-06    0.00000E+00    0.33761E-04    0.18111E-09    0.34943E-08    0.56783E-11
  9318    0.19900E-02    0.34211E-06    0.00000E+00    0.33761E-04    0.18107E-09    0.34941E-08    0.56747E-11
  9319    0.19889E-02    0.34029E-06    0.00000E+00    0.33762E-04    0.18104E-09    0.34940E-08    0.56711E-11
  9320    0.19878E-02    0.33848E-06    0.00000E+00    0.33763E-04    0.18101E-09    0.34938E-08    0.56675E-11
  9321    0.19867E-02    0.33668E-06    0.00000E+00    0.33763E-04    0.18098E-09    0.34937E-08    0.56639E-11
  9322    0.19856E-02    0.33489E-06    0.00000E+00    0.33764E-04    0.18095E-09    0.34936E-08    0.56603E-11
  9323    0.19845E-02    0.33311E-06    0.00000E+00    0.33764E-04    0.18091E-09    0.34934E-08    0.56568E-11
  9324    0.19834E-02    0.33134E-06    0.00000E+00    0.33765E-04    0.18088E-09    0.34933E-08    0.56532E-11
  9325    0.19823E-02    0.32957E-06    0.00000E+00    0.33765E-04    0.18085E-09    0.34932E-08    0.56497E-11
  9326    0.19812E-02    0.32782E-06    0.00000E+00    0.33765E-04    0.18082E-09    0.34931E-08    0.56461E-11
  9327    0.19801E-02    0.32607E-06    0.00000E+00    0.33765E-04    0.18078E-09    0.34930E-08    0.56426E-11
  9328    0.19791E-02    0.32433E-06    0.00000E+00    0.33765E-04    0.18075E-09    0.34929E-08    0.56391E-11
  9329    0.19780E-02    0.32260E-06    0.00000E+00    0.33765E-04    0.18072E-09    0.34928E-08    0.56355E-11
  9330    0.19769E-02    0.32088E-06    0.00000E+00    0.33765E-04    0.18069E-09    0.34927E-08    0.56320E-11
  9331    0.19758E-02    0.31917E-06    0.00000E+00    0.33765E-04    0.18065E-09    0.34926E-08    0.56285E-11
  9332    0.19747E-02    0.31747E-06    0.00000E+00    0.33764E-04    0.18062E-09    0.34925E-08    0.56250E-11
  9333    0.19737E-02    0.31577E-06    0.00000E+00    0.33764E-04    0.18059E-09    0.34924E-08    0.56215E-11
  9334    0.19726E-02    0.31409E-06    0.00000E+00    0.33763E-04    0.18056E-09    0.34923E-08    0.56181E-11
  9335    0.19715E-02    0.31241E-06    0.00000E+00    0.33763E-04    0.18053E-09    0.34922E-08    0.56146E-11
  9336    0.19704E-02    0.31074E-06    0.00000E+00    0.33762E-04    0.18049E-09    0.34922E-08    0.56111E-11
  9337    0.19694E-02    0.30908E-06    0.00000E+00    0.33761E-04    0.18046E-09    0.34921E-08    0.56077E-11
  9338    0.19683E-02    0.30743E-06    0.00000E+00    0.33760E-04    0.18043E-09    0.34920E-08    0.56043E-11
  9339    0.19672E-02    0.30578E-06    0.00000E+00    0.33760E-04    0.18040E-09    0.34920E-08    0.56008E-11
  9340    0.19662E-02    0.30415E-06    0.00000E+00    0.33758E-04    0.18036E-09    0.34919E-08    0.55974E-11
  9341    0.19651E-02    0.30252E-06    0.00000E+00    0.33757E-04    0.18033E-09    0.34918E-08    0.55940E-11
  9342    0.19640E-02    0.30090E-06    0.00000E+00    0.33756E-04    0.18030E-09    0.34918E-08    0.55906E-11
  9343    0.19630E-02    0.29929E-06    0.00000E+00    0.33755E-04    0.18027E-09    0.34918E-08    0.55872E-11
  9344    0.19619E-02    0.29769E-06    0.00000E+00    0.33753E-04    0.18024E-09    0.34917E-08    0.55838E-11
  9345    0.19609E-02    0.29610E-06    0.00000E+00    0.33752E-04    0.18020E-09    0.34917E-08    0.55804E-11
  9346    0.19598E-02    0.29451E-06    0.00000E+00    0.33750E-04    0.18017E-09    0.34916E-08    0.55770E-11
  9347    0.19587E-02    0.29294E-06    0.00000E+00    0.33749E-04    0.18014E-09    0.34916E-08    0.55736E-11
  9348    0.19577E-02    0.29137E-06    0.00000E+00    0.33747E-04    0.18011E-09    0.34916E-08    0.55703E-11
  9349    0.19566E-02    0.28981E-06    0.00000E+00    0.33745E-04    0.18008E-09    0.34915E-08    0.55669E-11
  9350    0.19556E-02    0.28826E-06    0.00000E+00    0.33743E-04    0.18004E-09    0.34915E-08    0.55636E-11
  9351    0.19545E-02    0.28672E-06    0.00000E+00    0.33742E-04    0.18001E-09    0.34915E-08    0.55603E-11
  9352    0.19535E-02    0.28518E-06    0.00000E+00    0.33739E-04    0.17998E-09    0.34915E-08    0.55569E-11
  9353    0.19524E-02    0.28366E-06    0.00000E+00    0.33737E-04    0.17995E-09    0.34915E-08    0.55536E-11
  9354    0.19514E-02    0.28214E-06    0.00000E+00    0.33735E-04    0.17991E-09    0.34915E-08    0.55503E-11
  9355    0.19504E-02    0.28063E-06    0.00000E+00    0.33733E-04    0.17988E-09    0.34915E-08    0.55470E-11
  9356    0.19493E-02    0.27913E-06    0.00000E+00    0.33730E-04    0.17985E-09    0.34915E-08    0.55437E-11
  9357    0.19483E-02    0.27764E-06    0.00000E+00    0.33728E-04    0.17982E-09    0.34915E-08    0.55404E-11
  9358    0.19472E-02    0.27615E-06    0.00000E+00    0.33725E-04    0.17979E-09    0.34915E-08    0.55372E-11
  9359    0.19462E-02    0.27468E-06    0.00000E+00    0.33723E-04    0.17975E-09    0.34915E-08    0.55339E-11
  9360    0.19452E-02    0.27321E-06    0.00000E+00    0.33720E-04    0.17972E-09    0.34915E-08    0.55306E-11
  9361    0.19441E-02    0.27175E-06    0.00000E+00    0.33717E-04    0.17969E-09    0.34915E-08    0.55274E-11
  9362    0.19431E-02    0.27030E-06    0.00000E+00    0.33714E-04    0.17966E-09    0.34916E-08    0.55241E-11
  9363    0.19421E-02    0.26886E-06    0.00000E+00    0.33712E-04    0.17963E-09    0.34916E-08    0.55209E-11
  9364    0.19411E-02    0.26742E-06    0.00000E+00    0.33708E-04    0.17959E-09    0.34916E-08    0.55177E-11
  9365    0.19400E-02    0.26599E-06    0.00000E+00    0.33705E-04    0.17956E-09    0.34917E-08    0.55144E-11
  9366    0.19390E-02    0.26458E-06    0.00000E+00    0.33702E-04    0.17953E-09    0.34917E-08    0.55112E-11
  9367    0.19380E-02    0.26317E-06    0.00000E+00    0.33699E-04    0.17950E-09    0.34917E-08    0.55080E-11
  9368    0.19370E-02    0.26176E-06    0.00000E+00    0.33696E-04    0.17947E-09    0.34918E-08    0.55048E-11
  9369    0.19359E-02    0.26037E-06    0.00000E+00    0.33692E-04    0.17943E-09    0.34918E-08    0.55016E-11
  9370    0.19349E-02    0.25898E-06    0.00000E+00    0.33689E-04    0.17940E-09    0.34919E-08    0.54985E-11
  9371    0.19339E-02    0.25761E-06    0.00000E+00    0.33685E-04    0.17937E-09    0.34919E-08    0.54953E-11
  9372    0.19329E-02    0.25624E-06    0.00000E+00    0.33681E-04    0.17934E-09    0.34920E-08    0.54921E-11
  9373    0.19319E-02    0.25487E-06    0.00000E+00    0.33677E-04    0.17931E-09    0.34921E-08    0.54890E-11
  9374    0.19309E-02    0.25352E-06    0.00000E+00    0.33674E-04    0.17927E-09    0.34921E-08    0.54858E-11
  9375    0.19299E-02    0.25218E-06    0.00000E+00    0.33670E-04    0.17924E-09    0.34922E-08    0.54827E-11
  9376    0.19288E-02    0.25084E-06    0.00000E+00    0.33666E-04    0.17921E-09    0.34923E-08    0.54795E-11
  9377    0.19278E-02    0.24951E-06    0.00000E+00    0.33662E-04    0.17918E-09    0.34924E-08    0.54764E-11
  9378    0.19268E-02    0.24819E-06    0.00000E+00    0.33657E-04    0.17915E-09    0.34924E-08    0.54733E-11
  9379    0.19258E-02    0.24687E-06    0.00000E+00    0.33653E-04    0.17912E-09    0.34925E-08    0.54702E-11
  9380    0.19248E-02    0.24557E-06    0.00000E+00    0.33649E-04    0.17908E-09    0.34926E-08    0.54671E-11
  9381    0.19238E-02    0.24427E-06    0.00000E+00    0.33644E-04    0.17905E-09    0.34927E-08    0.54640E-11
  9382    0.19228E-02    0.24298E-06    0.00000E+00    0.33640E-04    0.17902E-09    0.34928E-08    0.54609E-11
  9383    0.19218E-02    0.24170E-06    0.00000E+00    0.33635E-04    0.17899E-09    0.34929E-08    0.54578E-11
  9384    0.19208E-02    0.24043E-06    0.00000E+00    0.33631E-04    0.17896E-09    0.34930E-08    0.54548E-11
  9385    0.19198E-02    0.23916E-06    0.00000E+00    0.33626E-04    0.17892E-09    0.34931E-08    0.54517E-11
  9386    0.19188E-02    0.23790E-06    0.00000E+00    0.33621E-04    0.17889E-09    0.34932E-08    0.54487E-11
  9387    0.19179E-02    0.23665E-06    0.00000E+00    0.33616E-04    0.17886E-09    0.34934E-08    0.54456E-11
  9388    0.19169E-02    0.23541E-06    0.00000E+00    0.33611E-04    0.17883E-09    0.34935E-08    0.54426E-11
  9389    0.19159E-02    0.23418E-06    0.00000E+00    0.33606E-04    0.17880E-09    0.34936E-08    0.54395E-11
  9390    0.19149E-02    0.23295E-06    0.00000E+00    0.33601E-04    0.17876E-09    0.34937E-08    0.54365E-11
  9391    0.19139E-02    0.23173E-06    0.00000E+00    0.33596E-04    0.17873E-09    0.34939E-08    0.54335E-11
  9392    0.19129E-02    0.23052E-06    0.00000E+00    0.33591E-04    0.17870E-09    0.34940E-08    0.54305E-11
  9393    0.19119E-02    0.22932E-06    0.00000E+00    0.33585E-04    0.17867E-09    0.34941E-08    0.54275E-11
  9394    0.19110E-02    0.22813E-06    0.00000E+00    0.33580E-04    0.17864E-09    0.34943E-08    0.54245E-11
  9395    0.19100E-02    0.22694E-06    0.00000E+00    0.33574E-04    0.17861E-09    0.34944E-08    0.54215E-11
  9396    0.19090E-02    0.22576E-06    0.00000E+00    0.33569E-04    0.17857E-09    0.34946E-08    0.54185E-11
  9397    0.19080E-02    0.22459E-06    0.00000E+00    0.33563E-04    0.17854E-09    0.34947E-08    0.54156E-11
  9398    0.19070E-02    0.22342E-06    0.00000E+00    0.33557E-04    0.17851E-09    0.34949E-08    0.54126E-11
  9399    0.19061E-02    0.22227E-06    0.00000E+00    0.33552E-04    0.17848E-09    0.34950E-08    0.54097E-11
  9400    0.19051E-02    0.22112E-06    0.00000E+00    0.33546E-04    0.17845E-09    0.34952E-08    0.54067E-11
  9401    0.19041E-02    0.21998E-06    0.00000E+00    0.33540E-04    0.17842E-09    0.34953E-08    0.54038E-11
  9402    0.19032E-02    0.21885E-06    0.00000E+00    0.33534E-04    0.17838E-09    0.34955E-08    0.54008E-11
  9403    0.19022E-02    0.21772E-06    0.00000E+00    0.33528E-04    0.17835E-09    0.34957E-08    0.53979E-11
  9404    0.19012E-02    0.21660E-06    0.00000E+00    0.33521E-04    0.17832E-09    0.34959E-08    0.53950E-11
  9405    0.19003E-02    0.21549E-06    0.00000E+00    0.33515E-04    0.17829E-09    0.34960E-08    0.53921E-11
  9406    0.18993E-02    0.21439E-06    0.00000E+00    0.33509E-04    0.17826E-09    0.34962E-08    0.53892E-11
  9407    0.18983E-02    0.21330E-06    0.00000E+00    0.33502E-04    0.17823E-09    0.34964E-08    0.53863E-11
  9408    0.18974E-02    0.21221E-06    0.00000E+00    0.33496E-04    0.17819E-09    0.34966E-08    0.53834E-11
  9409    0.18964E-02    0.21113E-06    0.00000E+00    0.33489E-04    0.17816E-09    0.34968E-08    0.53805E-11
  9410    0.18955E-02    0.21006E-06    0.00000E+00    0.33482E-04    0.17813E-09    0.34970E-08    0.53777E-11
  9411    0.18945E-02    0.20900E-06    0.00000E+00    0.33476E-04    0.17810E-09    0.34972E-08    0.53748E-11
  9412    0.18935E-02    0.20794E-06    0.00000E+00    0.33469E-04    0.17807E-09    0.34974E-08    0.53720E-11
  9413    0.18926E-02    0.20689E-06    0.00000E+00    0.33462E-04    0.17804E-09    0.34976E-08    0.53691E-11
  9414    0.18916E-02    0.20585E-06    0.00000E+00    0.33455E-04    0.17800E-09    0.34978E-08    0.53663E-11
  9415    0.18907E-02    0.20482E-06    0.00000E+00    0.33448E-04    0.17797E-09    0.34980E-08    0.53634E-11
  9416    0.18897E-02    0.20379E-06    0.00000E+00    0.33441E-04    0.17794E-09    0.34982E-08    0.53606E-11
  9417    0.18888E-02    0.20277E-06    0.00000E+00    0.33434E-04    0.17791E-09    0.34984E-08    0.53578E-11
  9418    0.18879E-02    0.20176E-06    0.00000E+00    0.33426E-04    0.17788E-09    0.34987E-08    0.53550E-11
  9419    0.18869E-02    0.20076E-06    0.00000E+00    0.33419E-04    0.17785E-09    0.34989E-08    0.53522E-11
  9420    0.18860E-02    0.19976E-06    0.00000E+00    0.33412E-04    0.17781E-09    0.34991E-08    0.53494E-11
  9421    0.18850E-02    0.19877E-06    0.00000E+00    0.33404E-04    0.17778E-09    0.34994E-08    0.53466E-11
  9422    0.18841E-02    0.19779E-06    0.00000E+00    0.33397E-04    0.17775E-09    0.34996E-08    0.53438E-11
  9423    0.18831E-02    0.19682E-06    0.00000E+00    0.33389E-04    0.17772E-09    0.34998E-08    0.53410E-11
  9424    0.18822E-02    0.19585E-06    0.00000E+00    0.33381E-04    0.17769E-09    0.35001E-08    0.53383E-11
  9425    0.18813E-02    0.19489E-06    0.00000E+00    0.33373E-04    0.17766E-09    0.35003E-08    0.53355E-11
  9426    0.18803E-02    0.19394E-06    0.00000E+00    0.33366E-04    0.17763E-09    0.35006E-08    0.53327E-11
  9427    0.18794E-02    0.19300E-06    0.00000E+00    0.33358E-04    0.17759E-09    0.35008E-08    0.53300E-11
  9428    0.18785E-02    0.19206E-06    0.00000E+00    0.33350E-04    0.17756E-09    0.35011E-08    0.53273E-11
  9429    0.18775E-02    0.19113E-06    0.00000E+00    0.33342E-04    0.17753E-09    0.35013E-08    0.53245E-11
  9430    0.18766E-02    0.19021E-06    0.00000E+00    0.33333E-04    0.17750E-09    0.35016E-08    0.53218E-11
  9431    0.18757E-02    0.18929E-06    0.00000E+00    0.33325E-04    0.17747E-09    0.35019E-08    0.53191E-11
  9432    0.18748E-02    0.18839E-06    0.00000E+00    0.33317E-04    0.17744E-09    0.35021E-08    0.53164E-11
  9433    0.18738E-02    0.18749E-06    0.00000E+00    0.33308E-04    0.17740E-09    0.35024E-08    0.53137E-11
  9434    0.18729E-02    0.18659E-06    0.00000E+00    0.33300E-04    0.17737E-09    0.35027E-08    0.53110E-11
  9435    0.18720E-02    0.18571E-06    0.00000E+00    0.33291E-04    0.17734E-09    0.35030E-08    0.53083E-11
  9436    0.18711E-02    0.18483E-06    0.00000E+00    0.33283E-04    0.17731E-09    0.35033E-08    0.53056E-11
  9437    0.18702E-02    0.18396E-06    0.00000E+00    0.33274E-04    0.17728E-09    0.35035E-08    0.53029E-11
  9438    0.18692E-02    0.18310E-06    0.00000E+00    0.33265E-04    0.17725E-09    0.35038E-08    0.53003E-11
  9439    0.18683E-02    0.18224E-06    0.00000E+00    0.33257E-04    0.17722E-09    0.35041E-08    0.52976E-11
  9440    0.18674E-02    0.18139E-06    0.00000E+00    0.33248E-04    0.17718E-09    0.35044E-08    0.52950E-11
  9441    0.18665E-02    0.18055E-06    0.00000E+00    0.33239E-04    0.17715E-09    0.35047E-08    0.52923E-11
  9442    0.18656E-02    0.17971E-06    0.00000E+00    0.33230E-04    0.17712E-09    0.35050E-08    0.52897E-11
  9443    0.18647E-02    0.17888E-06    0.00000E+00    0.33221E-04    0.17709E-09    0.35053E-08    0.52871E-11
  9444    0.18638E-02    0.17806E-06    0.00000E+00    0.33212E-04    0.17706E-09    0.35056E-08    0.52844E-11
  9445    0.18629E-02    0.17725E-06    0.00000E+00    0.33202E-04    0.17703E-09    0.35060E-08    0.52818E-11
  9446    0.18619E-02    0.17644E-06    0.00000E+00    0.33193E-04    0.17700E-09    0.35063E-08    0.52792E-11
  9447    0.18610E-02    0.17565E-06    0.00000E+00    0.33184E-04    0.17696E-09    0.35066E-08    0.52766E-11
  9448    0.18601E-02    0.17485E-06    0.00000E+00    0.33174E-04    0.17693E-09    0.35069E-08    0.52740E-11
  9449    0.18592E-02    0.17407E-06    0.00000E+00    0.33165E-04    0.17690E-09    0.35072E-08    0.52714E-11
  9450    0.18583E-02    0.17329E-06    0.00000E+00    0.33155E-04    0.17687E-09    0.35076E-08    0.52688E-11
  9451    0.18574E-02    0.17252E-06    0.00000E+00    0.33145E-04    0.17684E-09    0.35079E-08    0.52663E-11
  9452    0.18565E-02    0.17176E-06    0.00000E+00    0.33136E-04    0.17681E-09    0.35082E-08    0.52637E-11
  9453    0.18556E-02    0.17100E-06    0.00000E+00    0.33126E-04    0.17678E-09    0.35086E-08    0.52611E-11
  9454    0.18547E-02    0.17025E-06    0.00000E+00    0.33116E-04    0.17675E-09    0.35089E-08    0.52586E-11
  9455    0.18539E-02    0.16951E-06    0.00000E+00    0.33106E-04    0.17671E-09    0.35093E-08    0.52560E-11
  9456    0.18530E-02    0.16877E-06    0.00000E+00    0.33096E-04    0.17668E-09    0.35096E-08    0.52535E-11
  9457    0.18521E-02    0.16804E-06    0.00000E+00    0.33086E-04    0.17665E-09    0.35100E-08    0.52510E-11
  9458    0.18512E-02    0.16732E-06    0.00000E+00    0.33076E-04    0.17662E-09    0.35103E-08    0.52484E-11
  9459    0.18503E-02    0.16661E-06    0.00000E+00    0.33065E-04    0.17659E-09    0.35107E-08    0.52459E-11
  9460    0.18494E-02    0.16590E-06    0.00000E+00    0.33055E-04    0.17656E-09    0.35110E-08    0.52434E-11
  9461    0.18485E-02    0.16520E-06    0.00000E+00    0.33045E-04    0.17653E-09    0.35114E-08    0.52409E-11
  9462    0.18476E-02    0.16451E-06    0.00000E+00    0.33034E-04    0.17649E-09    0.35118E-08    0.52384E-11
  9463    0.18468E-02    0.16382E-06    0.00000E+00    0.33024E-04    0.17646E-09    0.35121E-08    0.52359E-11
  9464    0.18459E-02    0.16314E-06    0.00000E+00    0.33013E-04    0.17643E-09    0.35125E-08    0.52334E-11
  9465    0.18450E-02    0.16247E-06    0.00000E+00    0.33003E-04    0.17640E-09    0.35129E-08    0.52309E-11
  9466    0.18441E-02    0.16180E-06    0.00000E+00    0.32992E-04    0.17637E-09    0.35133E-08    0.52285E-11
  9467    0.18432E-02    0.16114E-06    0.00000E+00    0.32981E-04    0.17634E-09    0.35136E-08    0.52260E-11
  9468    0.18424E-02    0.16049E-06    0.00000E+00    0.32970E-04    0.17631E-09    0.35140E-08    0.52236E-11
  9469    0.18415E-02    0.15984E-06    0.00000E+00    0.32959E-04    0.17628E-09    0.35144E-08    0.52211E-11
  9470    0.18406E-02    0.15921E-06    0.00000E+00    0.32948E-04    0.17624E-09    0.35148E-08    0.52187E-11
  9471    0.18397E-02    0.15857E-06    0.00000E+00    0.32937E-04    0.17621E-09    0.35152E-08    0.52162E-11
  9472    0.18389E-02    0.15795E-06    0.00000E+00    0.32926E-04    0.17618E-09    0.35156E-08    0.52138E-11
  9473    0.18380E-02    0.15733E-06    0.00000E+00    0.32915E-04    0.17615E-09    0.35160E-08    0.52114E-11
  9474    0.18371E-02    0.15672E-06    0.00000E+00    0.32904E-04    0.17612E-09    0.35164E-08    0.52089E-11
  9475    0.18363E-02    0.15612E-06    0.00000E+00    0.32892E-04    0.17609E-09    0.35168E-08    0.52065E-11
  9476    0.18354E-02    0.15552E-06    0.00000E+00    0.32881E-04    0.17606E-09    0.35172E-08    0.52041E-11
  9477    0.18345E-02    0.15493E-06    0.00000E+00    0.32869E-04    0.17603E-09    0.35176E-08    0.52017E-11
  9478    0.18337E-02    0.15434E-06    0.00000E+00    0.32858E-04    0.17600E-09    0.35181E-08    0.51993E-11
  9479    0.18328E-02    0.15376E-06    0.00000E+00    0.32846E-04    0.17596E-09    0.35185E-08    0.51970E-11
  9480    0.18319E-02    0.15319E-06    0.00000E+00    0.32835E-04    0.17593E-09    0.35189E-08    0.51946E-11
  9481    0.18311E-02    0.15263E-06    0.00000E+00    0.32823E-04    0.17590E-09    0.35193E-08    0.51922E-11
  9482    0.18302E-02    0.15207E-06    0.00000E+00    0.32811E-04    0.17587E-09    0.35197E-08    0.51898E-11
  9483    0.18294E-02    0.15152E-06    0.00000E+00    0.32799E-04    0.17584E-09    0.35202E-08    0.51875E-11
  9484    0.18285E-02    0.15098E-06    0.00000E+00    0.32787E-04    0.17581E-09    0.35206E-08    0.51851E-11
  9485    0.18277E-02    0.15044E-06    0.00000E+00    0.32775E-04    0.17578E-09    0.35210E-08    0.51828E-11
  9486    0.18268E-02    0.14991E-06    0.00000E+00    0.32763E-04    0.17575E-09    0.35215E-08    0.51805E-11
