#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  7422   0.572838E-02   0.768004E-04   0.795885E-08   0.768004E-04   0.386792E-05   0.659587E-11   0.795885E-08   0.659587E-11   0.152159E-09
  7423   0.572285E-02   0.769535E-04   0.795399E-08   0.769535E-04   0.390321E-05   0.660160E-11   0.795399E-08   0.660160E-11   0.152098E-09
  7424   0.571731E-02   0.771063E-04   0.794915E-08   0.771063E-04   0.393846E-05   0.660732E-11   0.794915E-08   0.660732E-11   0.152037E-09
  7425   0.571179E-02   0.772588E-04   0.794430E-08   0.772588E-04   0.397368E-05   0.661303E-11   0.794430E-08   0.661303E-11   0.151975E-09
  7426   0.570626E-02   0.774110E-04   0.793946E-08   0.774110E-04   0.400885E-05   0.661872E-11   0.793946E-08   0.661872E-11   0.151914E-09
  7427   0.570075E-02   0.775629E-04   0.793462E-08   0.775629E-04   0.404397E-05   0.662441E-11   0.793462E-08   0.662441E-11   0.151853E-09
  7428   0.569524E-02   0.777145E-04   0.792979E-08   0.777145E-04   0.407906E-05   0.663009E-11   0.792979E-08   0.663009E-11   0.151792E-09
  7429   0.568974E-02   0.778658E-04   0.792495E-08   0.778658E-04   0.411409E-05   0.663576E-11   0.792495E-08   0.663576E-11   0.151731E-09
  7430   0.568424E-02   0.780169E-04   0.792013E-08   0.780169E-04   0.414909E-05   0.664142E-11   0.792013E-08   0.664142E-11   0.151670E-09
  7431   0.567875E-02   0.781676E-04   0.791530E-08   0.781676E-04   0.418403E-05   0.664707E-11   0.791530E-08   0.664707E-11   0.151609E-09
  7432   0.567327E-02   0.783180E-04   0.791048E-08   0.783180E-04   0.421893E-05   0.665271E-11   0.791048E-08   0.665271E-11   0.151548E-09
  7433   0.566779E-02   0.784681E-04   0.790566E-08   0.784681E-04   0.425378E-05   0.665834E-11   0.790566E-08   0.665834E-11   0.151487E-09
  7434   0.566232E-02   0.786178E-04   0.790085E-08   0.786178E-04   0.428857E-05   0.666395E-11   0.790085E-08   0.666395E-11   0.151426E-09
  7435   0.565686E-02   0.787673E-04   0.789604E-08   0.787673E-04   0.432332E-05   0.666956E-11   0.789604E-08   0.666956E-11   0.151365E-09
  7436   0.565140E-02   0.789164E-04   0.789123E-08   0.789164E-04   0.435801E-05   0.667515E-11   0.789123E-08   0.667515E-11   0.151304E-09
  7437   0.564595E-02   0.790652E-04   0.788643E-08   0.790652E-04   0.439266E-05   0.668073E-11   0.788643E-08   0.668073E-11   0.151243E-09
  7438   0.564051E-02   0.792136E-04   0.788163E-08   0.792136E-04   0.442724E-05   0.668630E-11   0.788163E-08   0.668630E-11   0.151182E-09
  7439   0.563507E-02   0.793618E-04   0.787683E-08   0.793618E-04   0.446178E-05   0.669186E-11   0.787683E-08   0.669186E-11   0.151121E-09
  7440   0.562964E-02   0.795096E-04   0.787204E-08   0.795096E-04   0.449625E-05   0.669740E-11   0.787204E-08   0.669740E-11   0.151060E-09
  7441   0.562421E-02   0.796570E-04   0.786725E-08   0.796570E-04   0.453067E-05   0.670293E-11   0.786725E-08   0.670293E-11   0.150999E-09
  7442   0.561879E-02   0.798041E-04   0.786246E-08   0.798041E-04   0.456503E-05   0.670845E-11   0.786246E-08   0.670845E-11   0.150939E-09
  7443   0.561338E-02   0.799509E-04   0.785768E-08   0.799509E-04   0.459933E-05   0.671396E-11   0.785768E-08   0.671396E-11   0.150878E-09
  7444   0.560797E-02   0.800973E-04   0.785290E-08   0.800973E-04   0.463358E-05   0.671945E-11   0.785290E-08   0.671945E-11   0.150817E-09
  7445   0.560257E-02   0.802434E-04   0.784812E-08   0.802434E-04   0.466776E-05   0.672493E-11   0.784812E-08   0.672493E-11   0.150756E-09
  7446   0.559718E-02   0.803891E-04   0.784335E-08   0.803891E-04   0.470188E-05   0.673040E-11   0.784335E-08   0.673040E-11   0.150696E-09
  7447   0.559179E-02   0.805344E-04   0.783858E-08   0.805344E-04   0.473593E-05   0.673585E-11   0.783858E-08   0.673585E-11   0.150635E-09
  7448   0.558642E-02   0.806794E-04   0.783381E-08   0.806794E-04   0.476992E-05   0.674129E-11   0.783381E-08   0.674129E-11   0.150574E-09
  7449   0.558104E-02   0.808240E-04   0.782905E-08   0.808240E-04   0.480385E-05   0.674671E-11   0.782905E-08   0.674671E-11   0.150514E-09
  7450   0.557568E-02   0.809683E-04   0.782429E-08   0.809683E-04   0.483771E-05   0.675212E-11   0.782429E-08   0.675212E-11   0.150453E-09
  7451   0.557032E-02   0.811122E-04   0.781953E-08   0.811122E-04   0.487150E-05   0.675751E-11   0.781953E-08   0.675751E-11   0.150392E-09
  7452   0.556497E-02   0.812557E-04   0.781478E-08   0.812557E-04   0.490522E-05   0.676289E-11   0.781478E-08   0.676289E-11   0.150332E-09
  7453   0.555962E-02   0.813988E-04   0.781003E-08   0.813988E-04   0.493888E-05   0.676825E-11   0.781003E-08   0.676825E-11   0.150271E-09
  7454   0.555428E-02   0.815415E-04   0.780529E-08   0.815415E-04   0.497246E-05   0.677360E-11   0.780529E-08   0.677360E-11   0.150211E-09
  7455   0.554895E-02   0.816839E-04   0.780055E-08   0.816839E-04   0.500597E-05   0.677893E-11   0.780055E-08   0.677893E-11   0.150150E-09
  7456   0.554362E-02   0.818258E-04   0.779581E-08   0.818258E-04   0.503941E-05   0.678425E-11   0.779581E-08   0.678425E-11   0.150090E-09
  7457   0.553830E-02   0.819674E-04   0.779107E-08   0.819674E-04   0.507278E-05   0.678955E-11   0.779107E-08   0.678955E-11   0.150029E-09
  7458   0.553299E-02   0.821086E-04   0.778634E-08   0.821086E-04   0.510607E-05   0.679483E-11   0.778634E-08   0.679483E-11   0.149969E-09
  7459   0.552769E-02   0.822494E-04   0.778161E-08   0.822494E-04   0.513929E-05   0.680010E-11   0.778161E-08   0.680010E-11   0.149908E-09
  7460   0.552239E-02   0.823897E-04   0.777689E-08   0.823897E-04   0.517243E-05   0.680535E-11   0.777689E-08   0.680535E-11   0.149848E-09
  7461   0.551710E-02   0.825297E-04   0.777217E-08   0.825297E-04   0.520550E-05   0.681059E-11   0.777217E-08   0.681059E-11   0.149788E-09
  7462   0.551182E-02   0.826693E-04   0.776745E-08   0.826693E-04   0.523848E-05   0.681580E-11   0.776745E-08   0.681580E-11   0.149727E-09
  7463   0.550654E-02   0.828084E-04   0.776273E-08   0.828084E-04   0.527139E-05   0.682100E-11   0.776273E-08   0.682100E-11   0.149667E-09
  7464   0.550127E-02   0.829472E-04   0.775802E-08   0.829472E-04   0.530421E-05   0.682618E-11   0.775802E-08   0.682618E-11   0.149607E-09
  7465   0.549601E-02   0.830855E-04   0.775332E-08   0.830855E-04   0.533696E-05   0.683135E-11   0.775332E-08   0.683135E-11   0.149546E-09
  7466   0.549075E-02   0.832234E-04   0.774861E-08   0.832234E-04   0.536962E-05   0.683649E-11   0.774861E-08   0.683649E-11   0.149486E-09
  7467   0.548550E-02   0.833609E-04   0.774391E-08   0.833609E-04   0.540220E-05   0.684162E-11   0.774391E-08   0.684162E-11   0.149426E-09
  7468   0.548026E-02   0.834979E-04   0.773921E-08   0.834979E-04   0.543469E-05   0.684673E-11   0.773921E-08   0.684673E-11   0.149366E-09
  7469   0.547503E-02   0.836346E-04   0.773452E-08   0.836346E-04   0.546710E-05   0.685182E-11   0.773452E-08   0.685182E-11   0.149305E-09
  7470   0.546980E-02   0.837707E-04   0.772983E-08   0.837707E-04   0.549942E-05   0.685689E-11   0.772983E-08   0.685689E-11   0.149245E-09
  7471   0.546458E-02   0.839065E-04   0.772514E-08   0.839065E-04   0.553165E-05   0.686194E-11   0.772514E-08   0.686194E-11   0.149185E-09
  7472   0.545936E-02   0.840418E-04   0.772046E-08   0.840418E-04   0.556380E-05   0.686697E-11   0.772046E-08   0.686697E-11   0.149125E-09
  7473   0.545416E-02   0.841767E-04   0.771578E-08   0.841767E-04   0.559585E-05   0.687199E-11   0.771578E-08   0.687199E-11   0.149065E-09
  7474   0.544896E-02   0.843111E-04   0.771111E-08   0.843111E-04   0.562782E-05   0.687698E-11   0.771111E-08   0.687698E-11   0.149005E-09
  7475   0.544377E-02   0.844451E-04   0.770643E-08   0.844451E-04   0.565969E-05   0.688196E-11   0.770643E-08   0.688196E-11   0.148945E-09
  7476   0.543858E-02   0.845786E-04   0.770176E-08   0.845786E-04   0.569147E-05   0.688691E-11   0.770176E-08   0.688691E-11   0.148885E-09
  7477   0.543341E-02   0.847116E-04   0.769710E-08   0.847116E-04   0.572316E-05   0.689184E-11   0.769710E-08   0.689184E-11   0.148825E-09
  7478   0.542824E-02   0.848442E-04   0.769244E-08   0.848442E-04   0.575476E-05   0.689675E-11   0.769244E-08   0.689675E-11   0.148765E-09
  7479   0.542308E-02   0.849764E-04   0.768778E-08   0.849764E-04   0.578625E-05   0.690164E-11   0.768778E-08   0.690164E-11   0.148705E-09
  7480   0.541792E-02   0.851080E-04   0.768312E-08   0.851080E-04   0.581765E-05   0.690652E-11   0.768312E-08   0.690652E-11   0.148645E-09
  7481   0.541277E-02   0.852393E-04   0.767847E-08   0.852393E-04   0.584896E-05   0.691137E-11   0.767847E-08   0.691137E-11   0.148585E-09
  7482   0.540763E-02   0.853700E-04   0.767382E-08   0.853700E-04   0.588017E-05   0.691619E-11   0.767382E-08   0.691619E-11   0.148525E-09
  7483   0.540250E-02   0.855003E-04   0.766918E-08   0.855003E-04   0.591129E-05   0.692100E-11   0.766918E-08   0.692100E-11   0.148465E-09
  7484   0.539738E-02   0.856301E-04   0.766453E-08   0.856301E-04   0.594231E-05   0.692579E-11   0.766453E-08   0.692579E-11   0.148405E-09
  7485   0.539226E-02   0.857595E-04   0.765990E-08   0.857595E-04   0.597323E-05   0.693056E-11   0.765990E-08   0.693056E-11   0.148345E-09
  7486   0.538715E-02   0.858884E-04   0.765526E-08   0.858884E-04   0.600406E-05   0.693530E-11   0.765526E-08   0.693530E-11   0.148285E-09
  7487   0.538204E-02   0.860169E-04   0.765063E-08   0.860169E-04   0.603480E-05   0.694003E-11   0.765063E-08   0.694003E-11   0.148226E-09
  7488   0.537695E-02   0.861448E-04   0.764600E-08   0.861448E-04   0.606544E-05   0.694473E-11   0.764600E-08   0.694473E-11   0.148166E-09
  7489   0.537186E-02   0.862724E-04   0.764138E-08   0.862724E-04   0.609599E-05   0.694942E-11   0.764138E-08   0.694942E-11   0.148106E-09
  7490   0.536677E-02   0.863995E-04   0.763676E-08   0.863995E-04   0.612644E-05   0.695408E-11   0.763676E-08   0.695408E-11   0.148046E-09
  7491   0.536170E-02   0.865261E-04   0.763214E-08   0.865261E-04   0.615680E-05   0.695872E-11   0.763214E-08   0.695872E-11   0.147987E-09
  7492   0.535663E-02   0.866522E-04   0.762753E-08   0.866522E-04   0.618706E-05   0.696335E-11   0.762753E-08   0.696335E-11   0.147927E-09
  7493   0.535157E-02   0.867779E-04   0.762292E-08   0.867779E-04   0.621723E-05   0.696795E-11   0.762292E-08   0.696795E-11   0.147867E-09
  7494   0.534652E-02   0.869032E-04   0.761831E-08   0.869032E-04   0.624730E-05   0.697253E-11   0.761831E-08   0.697253E-11   0.147808E-09
  7495   0.534147E-02   0.870280E-04   0.761371E-08   0.870280E-04   0.627728E-05   0.697709E-11   0.761371E-08   0.697709E-11   0.147748E-09
  7496   0.533644E-02   0.871523E-04   0.760911E-08   0.871523E-04   0.630717E-05   0.698163E-11   0.760911E-08   0.698163E-11   0.147688E-09
  7497   0.533140E-02   0.872762E-04   0.760451E-08   0.872762E-04   0.633696E-05   0.698615E-11   0.760451E-08   0.698615E-11   0.147629E-09
  7498   0.532638E-02   0.873996E-04   0.759992E-08   0.873996E-04   0.636666E-05   0.699065E-11   0.759992E-08   0.699065E-11   0.147569E-09
  7499   0.532136E-02   0.875226E-04   0.759533E-08   0.875226E-04   0.639627E-05   0.699513E-11   0.759533E-08   0.699513E-11   0.147510E-09
  7500   0.531635E-02   0.876451E-04   0.759074E-08   0.876451E-04   0.642578E-05   0.699959E-11   0.759074E-08   0.699959E-11   0.147450E-09
  7501   0.531135E-02   0.877672E-04   0.758616E-08   0.877672E-04   0.645519E-05   0.700402E-11   0.758616E-08   0.700402E-11   0.147391E-09
  7502   0.530636E-02   0.878888E-04   0.758158E-08   0.878888E-04   0.648452E-05   0.700844E-11   0.758158E-08   0.700844E-11   0.147331E-09
  7503   0.530137E-02   0.880100E-04   0.757700E-08   0.880100E-04   0.651375E-05   0.701284E-11   0.757700E-08   0.701284E-11   0.147272E-09
  7504   0.529639E-02   0.881307E-04   0.757243E-08   0.881307E-04   0.654289E-05   0.701722E-11   0.757243E-08   0.701722E-11   0.147212E-09
  7505   0.529141E-02   0.882510E-04   0.756786E-08   0.882510E-04   0.657193E-05   0.702157E-11   0.756786E-08   0.702157E-11   0.147153E-09
  7506   0.528645E-02   0.883708E-04   0.756329E-08   0.883708E-04   0.660088E-05   0.702591E-11   0.756329E-08   0.702591E-11   0.147094E-09
  7507   0.528149E-02   0.884902E-04   0.755873E-08   0.884902E-04   0.662974E-05   0.703023E-11   0.755873E-08   0.703023E-11   0.147034E-09
  7508   0.527654E-02   0.886091E-04   0.755417E-08   0.886091E-04   0.665851E-05   0.703452E-11   0.755417E-08   0.703452E-11   0.146975E-09
  7509   0.527159E-02   0.887275E-04   0.754962E-08   0.887275E-04   0.668718E-05   0.703880E-11   0.754962E-08   0.703880E-11   0.146915E-09
  7510   0.526665E-02   0.888456E-04   0.754506E-08   0.888456E-04   0.671576E-05   0.704305E-11   0.754506E-08   0.704305E-11   0.146856E-09
  7511   0.526172E-02   0.889631E-04   0.754052E-08   0.889631E-04   0.674425E-05   0.704729E-11   0.754052E-08   0.704729E-11   0.146797E-09
  7512   0.525680E-02   0.890803E-04   0.753597E-08   0.890803E-04   0.677264E-05   0.705150E-11   0.753597E-08   0.705150E-11   0.146738E-09
  7513   0.525188E-02   0.891969E-04   0.753143E-08   0.891969E-04   0.680095E-05   0.705570E-11   0.753143E-08   0.705570E-11   0.146678E-09
  7514   0.524697E-02   0.893132E-04   0.752689E-08   0.893132E-04   0.682916E-05   0.705987E-11   0.752689E-08   0.705987E-11   0.146619E-09
  7515   0.524207E-02   0.894290E-04   0.752236E-08   0.894290E-04   0.685727E-05   0.706403E-11   0.752236E-08   0.706403E-11   0.146560E-09
  7516   0.523718E-02   0.895443E-04   0.751782E-08   0.895443E-04   0.688530E-05   0.706816E-11   0.751782E-08   0.706816E-11   0.146501E-09
  7517   0.523229E-02   0.896592E-04   0.751330E-08   0.896592E-04   0.691323E-05   0.707228E-11   0.751330E-08   0.707228E-11   0.146442E-09
  7518   0.522741E-02   0.897736E-04   0.750877E-08   0.897736E-04   0.694108E-05   0.707637E-11   0.750877E-08   0.707637E-11   0.146383E-09
  7519   0.522253E-02   0.898876E-04   0.750425E-08   0.898876E-04   0.696883E-05   0.708045E-11   0.750425E-08   0.708045E-11   0.146324E-09
  7520   0.521767E-02   0.900012E-04   0.749973E-08   0.900012E-04   0.699649E-05   0.708450E-11   0.749973E-08   0.708450E-11   0.146264E-09
  7521   0.521281E-02   0.901143E-04   0.749522E-08   0.901143E-04   0.702405E-05   0.708854E-11   0.749522E-08   0.708854E-11   0.146205E-09
  7522   0.520796E-02   0.902270E-04   0.749071E-08   0.902270E-04   0.705153E-05   0.709255E-11   0.749071E-08   0.709255E-11   0.146146E-09
  7523   0.520311E-02   0.903392E-04   0.748620E-08   0.903392E-04   0.707891E-05   0.709655E-11   0.748620E-08   0.709655E-11   0.146087E-09
  7524   0.519827E-02   0.904510E-04   0.748169E-08   0.904510E-04   0.710621E-05   0.710052E-11   0.748169E-08   0.710052E-11   0.146028E-09
  7525   0.519344E-02   0.905624E-04   0.747719E-08   0.905624E-04   0.713341E-05   0.710448E-11   0.747719E-08   0.710448E-11   0.145969E-09
  7526   0.518862E-02   0.906733E-04   0.747269E-08   0.906733E-04   0.716052E-05   0.710841E-11   0.747269E-08   0.710841E-11   0.145910E-09
  7527   0.518380E-02   0.907837E-04   0.746820E-08   0.907837E-04   0.718754E-05   0.711233E-11   0.746820E-08   0.711233E-11   0.145852E-09
  7528   0.517899E-02   0.908938E-04   0.746371E-08   0.908938E-04   0.721447E-05   0.711623E-11   0.746371E-08   0.711623E-11   0.145793E-09
  7529   0.517419E-02   0.910034E-04   0.745922E-08   0.910034E-04   0.724130E-05   0.712010E-11   0.745922E-08   0.712010E-11   0.145734E-09
  7530   0.516939E-02   0.911125E-04   0.745474E-08   0.911125E-04   0.726805E-05   0.712396E-11   0.745474E-08   0.712396E-11   0.145675E-09
  7531   0.516460E-02   0.912212E-04   0.745026E-08   0.912212E-04   0.729471E-05   0.712779E-11   0.745026E-08   0.712779E-11   0.145616E-09
  7532   0.515982E-02   0.913295E-04   0.744578E-08   0.913295E-04   0.732127E-05   0.713161E-11   0.744578E-08   0.713161E-11   0.145557E-09
  7533   0.515504E-02   0.914373E-04   0.744131E-08   0.914373E-04   0.734775E-05   0.713541E-11   0.744131E-08   0.713541E-11   0.145498E-09
  7534   0.515027E-02   0.915447E-04   0.743684E-08   0.915447E-04   0.737413E-05   0.713919E-11   0.743684E-08   0.713919E-11   0.145440E-09
  7535   0.514551E-02   0.916517E-04   0.743237E-08   0.916517E-04   0.740043E-05   0.714294E-11   0.743237E-08   0.714294E-11   0.145381E-09
  7536   0.514076E-02   0.917582E-04   0.742790E-08   0.917582E-04   0.742663E-05   0.714668E-11   0.742790E-08   0.714668E-11   0.145322E-09
  7537   0.513601E-02   0.918643E-04   0.742344E-08   0.918643E-04   0.745275E-05   0.715040E-11   0.742344E-08   0.715040E-11   0.145264E-09
  7538   0.513127E-02   0.919699E-04   0.741899E-08   0.919699E-04   0.747877E-05   0.715410E-11   0.741899E-08   0.715410E-11   0.145205E-09
  7539   0.512654E-02   0.920752E-04   0.741453E-08   0.920752E-04   0.750470E-05   0.715778E-11   0.741453E-08   0.715778E-11   0.145146E-09
  7540   0.512181E-02   0.921800E-04   0.741008E-08   0.921800E-04   0.753055E-05   0.716144E-11   0.741008E-08   0.716144E-11   0.145088E-09
  7541   0.511709E-02   0.922843E-04   0.740564E-08   0.922843E-04   0.755630E-05   0.716508E-11   0.740564E-08   0.716508E-11   0.145029E-09
  7542   0.511238E-02   0.923882E-04   0.740119E-08   0.923882E-04   0.758197E-05   0.716870E-11   0.740119E-08   0.716870E-11   0.144970E-09
  7543   0.510768E-02   0.924917E-04   0.739675E-08   0.924917E-04   0.760754E-05   0.717230E-11   0.739675E-08   0.717230E-11   0.144912E-09
  7544   0.510298E-02   0.925948E-04   0.739232E-08   0.925948E-04   0.763303E-05   0.717588E-11   0.739232E-08   0.717588E-11   0.144853E-09
  7545   0.509829E-02   0.926974E-04   0.738788E-08   0.926974E-04   0.765843E-05   0.717945E-11   0.738788E-08   0.717945E-11   0.144795E-09
  7546   0.509360E-02   0.927996E-04   0.738345E-08   0.927996E-04   0.768374E-05   0.718299E-11   0.738345E-08   0.718299E-11   0.144736E-09
  7547   0.508892E-02   0.929013E-04   0.737903E-08   0.929013E-04   0.770895E-05   0.718651E-11   0.737903E-08   0.718651E-11   0.144678E-09
  7548   0.508425E-02   0.930026E-04   0.737460E-08   0.930026E-04   0.773408E-05   0.719002E-11   0.737460E-08   0.719002E-11   0.144619E-09
  7549   0.507959E-02   0.931035E-04   0.737018E-08   0.931035E-04   0.775913E-05   0.719350E-11   0.737018E-08   0.719350E-11   0.144561E-09
  7550   0.507493E-02   0.932040E-04   0.736577E-08   0.932040E-04   0.778408E-05   0.719697E-11   0.736577E-08   0.719697E-11   0.144502E-09
  7551   0.507028E-02   0.933040E-04   0.736135E-08   0.933040E-04   0.780894E-05   0.720041E-11   0.736135E-08   0.720041E-11   0.144444E-09
  7552   0.506564E-02   0.934037E-04   0.735694E-08   0.934037E-04   0.783371E-05   0.720384E-11   0.735694E-08   0.720384E-11   0.144386E-09
  7553   0.506100E-02   0.935028E-04   0.735254E-08   0.935028E-04   0.785840E-05   0.720725E-11   0.735254E-08   0.720725E-11   0.144327E-09
  7554   0.505637E-02   0.936016E-04   0.734813E-08   0.936016E-04   0.788300E-05   0.721064E-11   0.734813E-08   0.721064E-11   0.144269E-09
  7555   0.505175E-02   0.936999E-04   0.734373E-08   0.936999E-04   0.790751E-05   0.721401E-11   0.734373E-08   0.721401E-11   0.144211E-09
  7556   0.504713E-02   0.937978E-04   0.733934E-08   0.937978E-04   0.793193E-05   0.721736E-11   0.733934E-08   0.721736E-11   0.144152E-09
  7557   0.504253E-02   0.938953E-04   0.733494E-08   0.938953E-04   0.795626E-05   0.722069E-11   0.733494E-08   0.722069E-11   0.144094E-09
  7558   0.503792E-02   0.939923E-04   0.733055E-08   0.939923E-04   0.798051E-05   0.722400E-11   0.733055E-08   0.722400E-11   0.144036E-09
  7559   0.503333E-02   0.940890E-04   0.732617E-08   0.940890E-04   0.800466E-05   0.722729E-11   0.732617E-08   0.722729E-11   0.143978E-09
  7560   0.502874E-02   0.941852E-04   0.732178E-08   0.941852E-04   0.802873E-05   0.723056E-11   0.732178E-08   0.723056E-11   0.143919E-09
  7561   0.502416E-02   0.942809E-04   0.731740E-08   0.942809E-04   0.805271E-05   0.723382E-11   0.731740E-08   0.723382E-11   0.143861E-09
  7562   0.501959E-02   0.943763E-04   0.731303E-08   0.943763E-04   0.807660E-05   0.723705E-11   0.731303E-08   0.723705E-11   0.143803E-09
  7563   0.501502E-02   0.944712E-04   0.730865E-08   0.944712E-04   0.810041E-05   0.724027E-11   0.730865E-08   0.724027E-11   0.143745E-09
  7564   0.501046E-02   0.945657E-04   0.730428E-08   0.945657E-04   0.812413E-05   0.724347E-11   0.730428E-08   0.724347E-11   0.143687E-09
  7565   0.500590E-02   0.946598E-04   0.729992E-08   0.946598E-04   0.814776E-05   0.724664E-11   0.729992E-08   0.724664E-11   0.143629E-09
  7566   0.500136E-02   0.947534E-04   0.729555E-08   0.947534E-04   0.817130E-05   0.724980E-11   0.729555E-08   0.724980E-11   0.143571E-09
  7567   0.499681E-02   0.948467E-04   0.729119E-08   0.948467E-04   0.819476E-05   0.725294E-11   0.729119E-08   0.725294E-11   0.143513E-09
  7568   0.499228E-02   0.949395E-04   0.728684E-08   0.949395E-04   0.821813E-05   0.725607E-11   0.728684E-08   0.725607E-11   0.143455E-09
  7569   0.498775E-02   0.950319E-04   0.728248E-08   0.950319E-04   0.824141E-05   0.725917E-11   0.728248E-08   0.725917E-11   0.143397E-09
  7570   0.498323E-02   0.951238E-04   0.727813E-08   0.951238E-04   0.826461E-05   0.726225E-11   0.727813E-08   0.726225E-11   0.143339E-09
  7571   0.497872E-02   0.952154E-04   0.727379E-08   0.952154E-04   0.828771E-05   0.726532E-11   0.727379E-08   0.726532E-11   0.143281E-09
  7572   0.497421E-02   0.953065E-04   0.726944E-08   0.953065E-04   0.831074E-05   0.726836E-11   0.726944E-08   0.726836E-11   0.143223E-09
  7573   0.496971E-02   0.953972E-04   0.726510E-08   0.953972E-04   0.833367E-05   0.727139E-11   0.726510E-08   0.727139E-11   0.143165E-09
  7574   0.496522E-02   0.954875E-04   0.726077E-08   0.954875E-04   0.835652E-05   0.727440E-11   0.726077E-08   0.727440E-11   0.143107E-09
  7575   0.496073E-02   0.955774E-04   0.725643E-08   0.955774E-04   0.837928E-05   0.727739E-11   0.725643E-08   0.727739E-11   0.143049E-09
  7576   0.495626E-02   0.956669E-04   0.725210E-08   0.956669E-04   0.840196E-05   0.728036E-11   0.725210E-08   0.728036E-11   0.142991E-09
  7577   0.495178E-02   0.957559E-04   0.724778E-08   0.957559E-04   0.842455E-05   0.728331E-11   0.724778E-08   0.728331E-11   0.142933E-09
  7578   0.494732E-02   0.958445E-04   0.724345E-08   0.958445E-04   0.844705E-05   0.728624E-11   0.724345E-08   0.728624E-11   0.142875E-09
  7579   0.494286E-02   0.959328E-04   0.723913E-08   0.959328E-04   0.846947E-05   0.728915E-11   0.723913E-08   0.728915E-11   0.142818E-09
  7580   0.493840E-02   0.960206E-04   0.723482E-08   0.960206E-04   0.849180E-05   0.729205E-11   0.723482E-08   0.729205E-11   0.142760E-09
  7581   0.493396E-02   0.961079E-04   0.723050E-08   0.961079E-04   0.851404E-05   0.729493E-11   0.723050E-08   0.729493E-11   0.142702E-09
  7582   0.492952E-02   0.961949E-04   0.722619E-08   0.961949E-04   0.853620E-05   0.729779E-11   0.722619E-08   0.729779E-11   0.142644E-09
  7583   0.492509E-02   0.962814E-04   0.722189E-08   0.962814E-04   0.855828E-05   0.730063E-11   0.722189E-08   0.730063E-11   0.142587E-09
  7584   0.492066E-02   0.963676E-04   0.721758E-08   0.963676E-04   0.858026E-05   0.730345E-11   0.721758E-08   0.730345E-11   0.142529E-09
  7585   0.491624E-02   0.964533E-04   0.721328E-08   0.964533E-04   0.860217E-05   0.730625E-11   0.721328E-08   0.730625E-11   0.142471E-09
  7586   0.491183E-02   0.965386E-04   0.720898E-08   0.965386E-04   0.862398E-05   0.730903E-11   0.720898E-08   0.730903E-11   0.142414E-09
  7587   0.490742E-02   0.966235E-04   0.720469E-08   0.966235E-04   0.864572E-05   0.731180E-11   0.720469E-08   0.731180E-11   0.142356E-09
  7588   0.490303E-02   0.967080E-04   0.720040E-08   0.967080E-04   0.866736E-05   0.731454E-11   0.720040E-08   0.731454E-11   0.142299E-09
  7589   0.489863E-02   0.967921E-04   0.719611E-08   0.967921E-04   0.868892E-05   0.731727E-11   0.719611E-08   0.731727E-11   0.142241E-09
  7590   0.489425E-02   0.968757E-04   0.719183E-08   0.968757E-04   0.871040E-05   0.731998E-11   0.719183E-08   0.731998E-11   0.142183E-09
  7591   0.488987E-02   0.969590E-04   0.718755E-08   0.969590E-04   0.873179E-05   0.732267E-11   0.718755E-08   0.732267E-11   0.142126E-09
  7592   0.488550E-02   0.970418E-04   0.718327E-08   0.970418E-04   0.875310E-05   0.732535E-11   0.718327E-08   0.732535E-11   0.142068E-09
  7593   0.488113E-02   0.971243E-04   0.717900E-08   0.971243E-04   0.877432E-05   0.732800E-11   0.717900E-08   0.732800E-11   0.142011E-09
  7594   0.487677E-02   0.972063E-04   0.717473E-08   0.972063E-04   0.879546E-05   0.733064E-11   0.717473E-08   0.733064E-11   0.141953E-09
  7595   0.487242E-02   0.972879E-04   0.717046E-08   0.972879E-04   0.881651E-05   0.733326E-11   0.717046E-08   0.733326E-11   0.141896E-09
  7596   0.486807E-02   0.973691E-04   0.716619E-08   0.973691E-04   0.883748E-05   0.733585E-11   0.716619E-08   0.733585E-11   0.141839E-09
  7597   0.486373E-02   0.974499E-04   0.716193E-08   0.974499E-04   0.885837E-05   0.733844E-11   0.716193E-08   0.733844E-11   0.141781E-09
  7598   0.485940E-02   0.975303E-04   0.715768E-08   0.975303E-04   0.887917E-05   0.734100E-11   0.715768E-08   0.734100E-11   0.141724E-09
  7599   0.485507E-02   0.976103E-04   0.715342E-08   0.976103E-04   0.889988E-05   0.734354E-11   0.715342E-08   0.734354E-11   0.141666E-09
  7600   0.485075E-02   0.976899E-04   0.714917E-08   0.976899E-04   0.892051E-05   0.734607E-11   0.714917E-08   0.734607E-11   0.141609E-09
  7601   0.484644E-02   0.977691E-04   0.714492E-08   0.977691E-04   0.894106E-05   0.734858E-11   0.714492E-08   0.734858E-11   0.141552E-09
  7602   0.484214E-02   0.978478E-04   0.714068E-08   0.978478E-04   0.896152E-05   0.735107E-11   0.714068E-08   0.735107E-11   0.141494E-09
  7603   0.483784E-02   0.979262E-04   0.713644E-08   0.979262E-04   0.898190E-05   0.735354E-11   0.713644E-08   0.735354E-11   0.141437E-09
  7604   0.483354E-02   0.980042E-04   0.713220E-08   0.980042E-04   0.900220E-05   0.735599E-11   0.713220E-08   0.735599E-11   0.141380E-09
