#    L    TT             EE             TE             PP             TP          
  7339   0.620735E-02   0.899578E-06   0.634207E-04   0.734087E+04   0.143364E+00
  7340   0.620137E-02   0.934651E-06   0.635861E-04   0.733792E+04   0.143276E+00
  7341   0.619541E-02   0.969769E-06   0.637516E-04   0.733497E+04   0.143188E+00
  7342   0.618944E-02   0.100493E-05   0.639170E-04   0.733203E+04   0.143101E+00
  7343   0.618349E-02   0.104013E-05   0.640824E-04   0.732908E+04   0.143013E+00
  7344   0.617753E-02   0.107538E-05   0.642478E-04   0.732614E+04   0.142925E+00
  7345   0.617158E-02   0.111066E-05   0.644131E-04   0.732320E+04   0.142838E+00
  7346   0.616564E-02   0.114598E-05   0.645784E-04   0.732025E+04   0.142750E+00
  7347   0.615969E-02   0.118134E-05   0.647437E-04   0.731731E+04   0.142663E+00
  7348   0.615376E-02   0.121674E-05   0.649089E-04   0.731437E+04   0.142575E+00
  7349   0.614783E-02   0.125218E-05   0.650741E-04   0.731144E+04   0.142488E+00
  7350   0.614190E-02   0.128765E-05   0.652393E-04   0.730850E+04   0.142400E+00
  7351   0.613597E-02   0.132315E-05   0.654044E-04   0.730556E+04   0.142313E+00
  7352   0.613006E-02   0.135869E-05   0.655694E-04   0.730263E+04   0.142226E+00
  7353   0.612414E-02   0.139426E-05   0.657344E-04   0.729969E+04   0.142139E+00
  7354   0.611823E-02   0.142985E-05   0.658994E-04   0.729676E+04   0.142052E+00
  7355   0.611233E-02   0.146548E-05   0.660642E-04   0.729383E+04   0.141965E+00
  7356   0.610643E-02   0.150114E-05   0.662290E-04   0.729090E+04   0.141878E+00
  7357   0.610053E-02   0.153683E-05   0.663938E-04   0.728797E+04   0.141791E+00
  7358   0.609464E-02   0.157254E-05   0.665585E-04   0.728504E+04   0.141704E+00
  7359   0.608876E-02   0.160828E-05   0.667231E-04   0.728211E+04   0.141617E+00
  7360   0.608287E-02   0.164405E-05   0.668876E-04   0.727919E+04   0.141530E+00
  7361   0.607700E-02   0.167984E-05   0.670520E-04   0.727626E+04   0.141444E+00
  7362   0.607113E-02   0.171565E-05   0.672164E-04   0.727334E+04   0.141357E+00
  7363   0.606526E-02   0.175148E-05   0.673806E-04   0.727042E+04   0.141271E+00
  7364   0.605940E-02   0.178733E-05   0.675448E-04   0.726749E+04   0.141184E+00
  7365   0.605354E-02   0.182321E-05   0.677089E-04   0.726457E+04   0.141098E+00
  7366   0.604769E-02   0.185910E-05   0.678728E-04   0.726166E+04   0.141011E+00
  7367   0.604184E-02   0.189501E-05   0.680367E-04   0.725874E+04   0.140925E+00
  7368   0.603600E-02   0.193094E-05   0.682005E-04   0.725582E+04   0.140839E+00
  7369   0.603016E-02   0.196688E-05   0.683642E-04   0.725290E+04   0.140752E+00
  7370   0.602433E-02   0.200284E-05   0.685277E-04   0.724999E+04   0.140666E+00
  7371   0.601850E-02   0.203881E-05   0.686912E-04   0.724707E+04   0.140580E+00
  7372   0.601268E-02   0.207480E-05   0.688545E-04   0.724416E+04   0.140494E+00
  7373   0.600686E-02   0.211079E-05   0.690177E-04   0.724125E+04   0.140408E+00
  7374   0.600105E-02   0.214680E-05   0.691808E-04   0.723834E+04   0.140322E+00
  7375   0.599524E-02   0.218282E-05   0.693437E-04   0.723543E+04   0.140236E+00
  7376   0.598944E-02   0.221884E-05   0.695066E-04   0.723252E+04   0.140151E+00
  7377   0.598364E-02   0.225487E-05   0.696693E-04   0.722961E+04   0.140065E+00
  7378   0.597785E-02   0.229091E-05   0.698318E-04   0.722671E+04   0.139979E+00
  7379   0.597206E-02   0.232696E-05   0.699942E-04   0.722380E+04   0.139894E+00
  7380   0.596628E-02   0.236301E-05   0.701565E-04   0.722090E+04   0.139808E+00
  7381   0.596050E-02   0.239906E-05   0.703186E-04   0.721800E+04   0.139722E+00
  7382   0.595473E-02   0.243512E-05   0.704806E-04   0.721509E+04   0.139637E+00
  7383   0.594896E-02   0.247118E-05   0.706425E-04   0.721219E+04   0.139552E+00
  7384   0.594320E-02   0.250724E-05   0.708041E-04   0.720929E+04   0.139466E+00
  7385   0.593744E-02   0.254330E-05   0.709656E-04   0.720640E+04   0.139381E+00
  7386   0.593169E-02   0.257935E-05   0.711270E-04   0.720350E+04   0.139296E+00
  7387   0.592595E-02   0.261541E-05   0.712882E-04   0.720060E+04   0.139211E+00
  7388   0.592021E-02   0.265146E-05   0.714492E-04   0.719771E+04   0.139125E+00
  7389   0.591447E-02   0.268751E-05   0.716100E-04   0.719481E+04   0.139040E+00
  7390   0.590874E-02   0.272355E-05   0.717707E-04   0.719192E+04   0.138955E+00
  7391   0.590302E-02   0.275958E-05   0.719312E-04   0.718903E+04   0.138870E+00
  7392   0.589730E-02   0.279561E-05   0.720915E-04   0.718614E+04   0.138786E+00
  7393   0.589159E-02   0.283163E-05   0.722516E-04   0.718325E+04   0.138701E+00
  7394   0.588588E-02   0.286764E-05   0.724116E-04   0.718036E+04   0.138616E+00
  7395   0.588018E-02   0.290364E-05   0.725713E-04   0.717747E+04   0.138531E+00
  7396   0.587448E-02   0.293962E-05   0.727309E-04   0.717458E+04   0.138447E+00
  7397   0.586879E-02   0.297560E-05   0.728902E-04   0.717170E+04   0.138362E+00
  7398   0.586311E-02   0.301156E-05   0.730494E-04   0.716882E+04   0.138277E+00
  7399   0.585743E-02   0.304751E-05   0.732083E-04   0.716593E+04   0.138193E+00
  7400   0.585175E-02   0.308344E-05   0.733671E-04   0.716305E+04   0.138109E+00
  7401   0.584608E-02   0.311935E-05   0.735256E-04   0.716017E+04   0.138024E+00
  7402   0.584042E-02   0.315525E-05   0.736839E-04   0.715729E+04   0.137940E+00
  7403   0.583476E-02   0.319113E-05   0.738420E-04   0.715441E+04   0.137856E+00
  7404   0.582911E-02   0.322698E-05   0.739999E-04   0.715153E+04   0.137772E+00
  7405   0.582347E-02   0.326282E-05   0.741576E-04   0.714866E+04   0.137687E+00
  7406   0.581783E-02   0.329864E-05   0.743150E-04   0.714578E+04   0.137603E+00
  7407   0.581219E-02   0.333443E-05   0.744722E-04   0.714291E+04   0.137519E+00
  7408   0.580656E-02   0.337020E-05   0.746292E-04   0.714003E+04   0.137435E+00
  7409   0.580094E-02   0.340595E-05   0.747859E-04   0.713716E+04   0.137351E+00
  7410   0.579533E-02   0.344166E-05   0.749424E-04   0.713429E+04   0.137268E+00
  7411   0.578971E-02   0.347736E-05   0.750986E-04   0.713142E+04   0.137184E+00
  7412   0.578411E-02   0.351302E-05   0.752546E-04   0.712855E+04   0.137100E+00
  7413   0.577851E-02   0.354866E-05   0.754104E-04   0.712568E+04   0.137017E+00
  7414   0.577292E-02   0.358426E-05   0.755659E-04   0.712281E+04   0.136933E+00
  7415   0.576733E-02   0.361984E-05   0.757211E-04   0.711995E+04   0.136849E+00
  7416   0.576175E-02   0.365538E-05   0.758761E-04   0.711708E+04   0.136766E+00
  7417   0.575617E-02   0.369089E-05   0.760308E-04   0.711422E+04   0.136682E+00
  7418   0.575060E-02   0.372637E-05   0.761853E-04   0.711136E+04   0.136599E+00
  7419   0.574504E-02   0.376181E-05   0.763395E-04   0.710850E+04   0.136516E+00
  7420   0.573948E-02   0.379722E-05   0.764934E-04   0.710563E+04   0.136433E+00
  7421   0.573393E-02   0.383259E-05   0.766470E-04   0.710278E+04   0.136349E+00
  7422   0.572838E-02   0.386792E-05   0.768004E-04   0.709992E+04   0.136266E+00
  7423   0.572285E-02   0.390321E-05   0.769535E-04   0.709706E+04   0.136183E+00
  7424   0.571731E-02   0.393846E-05   0.771063E-04   0.709420E+04   0.136100E+00
  7425   0.571179E-02   0.397368E-05   0.772588E-04   0.709135E+04   0.136017E+00
  7426   0.570626E-02   0.400885E-05   0.774110E-04   0.708849E+04   0.135934E+00
  7427   0.570075E-02   0.404397E-05   0.775629E-04   0.708564E+04   0.135852E+00
  7428   0.569524E-02   0.407906E-05   0.777145E-04   0.708279E+04   0.135769E+00
  7429   0.568974E-02   0.411409E-05   0.778658E-04   0.707994E+04   0.135686E+00
  7430   0.568424E-02   0.414909E-05   0.780169E-04   0.707709E+04   0.135603E+00
  7431   0.567875E-02   0.418403E-05   0.781676E-04   0.707424E+04   0.135521E+00
  7432   0.567327E-02   0.421893E-05   0.783180E-04   0.707139E+04   0.135438E+00
  7433   0.566779E-02   0.425378E-05   0.784681E-04   0.706855E+04   0.135356E+00
  7434   0.566232E-02   0.428857E-05   0.786178E-04   0.706570E+04   0.135273E+00
  7435   0.565686E-02   0.432332E-05   0.787673E-04   0.706286E+04   0.135191E+00
  7436   0.565140E-02   0.435801E-05   0.789164E-04   0.706001E+04   0.135109E+00
  7437   0.564595E-02   0.439266E-05   0.790652E-04   0.705717E+04   0.135026E+00
  7438   0.564051E-02   0.442724E-05   0.792136E-04   0.705433E+04   0.134944E+00
  7439   0.563507E-02   0.446178E-05   0.793618E-04   0.705149E+04   0.134862E+00
  7440   0.562964E-02   0.449625E-05   0.795096E-04   0.704865E+04   0.134780E+00
  7441   0.562421E-02   0.453067E-05   0.796570E-04   0.704581E+04   0.134698E+00
  7442   0.561879E-02   0.456503E-05   0.798041E-04   0.704297E+04   0.134616E+00
  7443   0.561338E-02   0.459933E-05   0.799509E-04   0.704014E+04   0.134534E+00
  7444   0.560797E-02   0.463358E-05   0.800973E-04   0.703730E+04   0.134452E+00
  7445   0.560257E-02   0.466776E-05   0.802434E-04   0.703447E+04   0.134371E+00
  7446   0.559718E-02   0.470188E-05   0.803891E-04   0.703164E+04   0.134289E+00
  7447   0.559179E-02   0.473593E-05   0.805344E-04   0.702880E+04   0.134207E+00
  7448   0.558642E-02   0.476992E-05   0.806794E-04   0.702597E+04   0.134126E+00
  7449   0.558104E-02   0.480385E-05   0.808240E-04   0.702314E+04   0.134044E+00
  7450   0.557568E-02   0.483771E-05   0.809683E-04   0.702031E+04   0.133963E+00
  7451   0.557032E-02   0.487150E-05   0.811122E-04   0.701749E+04   0.133881E+00
  7452   0.556497E-02   0.490522E-05   0.812557E-04   0.701466E+04   0.133800E+00
  7453   0.555962E-02   0.493888E-05   0.813988E-04   0.701183E+04   0.133718E+00
  7454   0.555428E-02   0.497246E-05   0.815415E-04   0.700901E+04   0.133637E+00
  7455   0.554895E-02   0.500597E-05   0.816839E-04   0.700619E+04   0.133556E+00
  7456   0.554362E-02   0.503941E-05   0.818258E-04   0.700336E+04   0.133475E+00
  7457   0.553830E-02   0.507278E-05   0.819674E-04   0.700054E+04   0.133394E+00
  7458   0.553299E-02   0.510607E-05   0.821086E-04   0.699772E+04   0.133313E+00
  7459   0.552769E-02   0.513929E-05   0.822494E-04   0.699490E+04   0.133232E+00
  7460   0.552239E-02   0.517243E-05   0.823897E-04   0.699209E+04   0.133151E+00
  7461   0.551710E-02   0.520550E-05   0.825297E-04   0.698927E+04   0.133070E+00
  7462   0.551182E-02   0.523848E-05   0.826693E-04   0.698645E+04   0.132989E+00
  7463   0.550654E-02   0.527139E-05   0.828084E-04   0.698364E+04   0.132909E+00
  7464   0.550127E-02   0.530421E-05   0.829472E-04   0.698082E+04   0.132828E+00
  7465   0.549601E-02   0.533696E-05   0.830855E-04   0.697801E+04   0.132747E+00
  7466   0.549075E-02   0.536962E-05   0.832234E-04   0.697520E+04   0.132667E+00
  7467   0.548550E-02   0.540220E-05   0.833609E-04   0.697239E+04   0.132586E+00
  7468   0.548026E-02   0.543469E-05   0.834979E-04   0.696958E+04   0.132506E+00
  7469   0.547503E-02   0.546710E-05   0.836346E-04   0.696677E+04   0.132426E+00
  7470   0.546980E-02   0.549942E-05   0.837707E-04   0.696396E+04   0.132345E+00
  7471   0.546458E-02   0.553165E-05   0.839065E-04   0.696115E+04   0.132265E+00
  7472   0.545936E-02   0.556380E-05   0.840418E-04   0.695835E+04   0.132185E+00
  7473   0.545416E-02   0.559585E-05   0.841767E-04   0.695554E+04   0.132105E+00
  7474   0.544896E-02   0.562782E-05   0.843111E-04   0.695274E+04   0.132025E+00
  7475   0.544377E-02   0.565969E-05   0.844451E-04   0.694994E+04   0.131945E+00
  7476   0.543858E-02   0.569147E-05   0.845786E-04   0.694714E+04   0.131865E+00
  7477   0.543341E-02   0.572316E-05   0.847116E-04   0.694434E+04   0.131785E+00
  7478   0.542824E-02   0.575476E-05   0.848442E-04   0.694154E+04   0.131705E+00
  7479   0.542308E-02   0.578625E-05   0.849764E-04   0.693874E+04   0.131625E+00
  7480   0.541792E-02   0.581765E-05   0.851080E-04   0.693594E+04   0.131546E+00
  7481   0.541277E-02   0.584896E-05   0.852393E-04   0.693314E+04   0.131466E+00
  7482   0.540763E-02   0.588017E-05   0.853700E-04   0.693035E+04   0.131386E+00
  7483   0.540250E-02   0.591129E-05   0.855003E-04   0.692755E+04   0.131307E+00
  7484   0.539738E-02   0.594231E-05   0.856301E-04   0.692476E+04   0.131227E+00
  7485   0.539226E-02   0.597323E-05   0.857595E-04   0.692197E+04   0.131148E+00
  7486   0.538715E-02   0.600406E-05   0.858884E-04   0.691918E+04   0.131069E+00
  7487   0.538204E-02   0.603480E-05   0.860169E-04   0.691639E+04   0.130989E+00
  7488   0.537695E-02   0.606544E-05   0.861448E-04   0.691360E+04   0.130910E+00
  7489   0.537186E-02   0.609599E-05   0.862724E-04   0.691081E+04   0.130831E+00
  7490   0.536677E-02   0.612644E-05   0.863995E-04   0.690802E+04   0.130752E+00
  7491   0.536170E-02   0.615680E-05   0.865261E-04   0.690524E+04   0.130673E+00
  7492   0.535663E-02   0.618706E-05   0.866522E-04   0.690245E+04   0.130594E+00
  7493   0.535157E-02   0.621723E-05   0.867779E-04   0.689967E+04   0.130515E+00
  7494   0.534652E-02   0.624730E-05   0.869032E-04   0.689689E+04   0.130436E+00
  7495   0.534147E-02   0.627728E-05   0.870280E-04   0.689410E+04   0.130357E+00
  7496   0.533644E-02   0.630717E-05   0.871523E-04   0.689132E+04   0.130279E+00
  7497   0.533140E-02   0.633696E-05   0.872762E-04   0.688854E+04   0.130200E+00
  7498   0.532638E-02   0.636666E-05   0.873996E-04   0.688576E+04   0.130121E+00
  7499   0.532136E-02   0.639627E-05   0.875226E-04   0.688299E+04   0.130043E+00
  7500   0.531635E-02   0.642578E-05   0.876451E-04   0.688021E+04   0.129964E+00
  7501   0.531135E-02   0.645519E-05   0.877672E-04   0.687743E+04   0.129886E+00
  7502   0.530636E-02   0.648452E-05   0.878888E-04   0.687466E+04   0.129807E+00
  7503   0.530137E-02   0.651375E-05   0.880100E-04   0.687188E+04   0.129729E+00
  7504   0.529639E-02   0.654289E-05   0.881307E-04   0.686911E+04   0.129651E+00
  7505   0.529141E-02   0.657193E-05   0.882510E-04   0.686634E+04   0.129572E+00
  7506   0.528645E-02   0.660088E-05   0.883708E-04   0.686357E+04   0.129494E+00
  7507   0.528149E-02   0.662974E-05   0.884902E-04   0.686080E+04   0.129416E+00
  7508   0.527654E-02   0.665851E-05   0.886091E-04   0.685803E+04   0.129338E+00
  7509   0.527159E-02   0.668718E-05   0.887275E-04   0.685526E+04   0.129260E+00
  7510   0.526665E-02   0.671576E-05   0.888456E-04   0.685250E+04   0.129182E+00
  7511   0.526172E-02   0.674425E-05   0.889631E-04   0.684973E+04   0.129104E+00
  7512   0.525680E-02   0.677264E-05   0.890803E-04   0.684697E+04   0.129026E+00
  7513   0.525188E-02   0.680095E-05   0.891969E-04   0.684420E+04   0.128949E+00
  7514   0.524697E-02   0.682916E-05   0.893132E-04   0.684144E+04   0.128871E+00
  7515   0.524207E-02   0.685727E-05   0.894290E-04   0.683868E+04   0.128793E+00
  7516   0.523718E-02   0.688530E-05   0.895443E-04   0.683592E+04   0.128716E+00
  7517   0.523229E-02   0.691323E-05   0.896592E-04   0.683316E+04   0.128638E+00
  7518   0.522741E-02   0.694108E-05   0.897736E-04   0.683040E+04   0.128561E+00
  7519   0.522253E-02   0.696883E-05   0.898876E-04   0.682764E+04   0.128483E+00
  7520   0.521767E-02   0.699649E-05   0.900012E-04   0.682489E+04   0.128406E+00
  7521   0.521281E-02   0.702405E-05   0.901143E-04   0.682213E+04   0.128329E+00
  7522   0.520796E-02   0.705153E-05   0.902270E-04   0.681938E+04   0.128251E+00
  7523   0.520311E-02   0.707891E-05   0.903392E-04   0.681663E+04   0.128174E+00
  7524   0.519827E-02   0.710621E-05   0.904510E-04   0.681387E+04   0.128097E+00
  7525   0.519344E-02   0.713341E-05   0.905624E-04   0.681112E+04   0.128020E+00
  7526   0.518862E-02   0.716052E-05   0.906733E-04   0.680837E+04   0.127943E+00
  7527   0.518380E-02   0.718754E-05   0.907837E-04   0.680562E+04   0.127866E+00
  7528   0.517899E-02   0.721447E-05   0.908938E-04   0.680287E+04   0.127789E+00
  7529   0.517419E-02   0.724130E-05   0.910034E-04   0.680013E+04   0.127712E+00
  7530   0.516939E-02   0.726805E-05   0.911125E-04   0.679738E+04   0.127636E+00
  7531   0.516460E-02   0.729471E-05   0.912212E-04   0.679464E+04   0.127559E+00
  7532   0.515982E-02   0.732127E-05   0.913295E-04   0.679189E+04   0.127482E+00
  7533   0.515504E-02   0.734775E-05   0.914373E-04   0.678915E+04   0.127406E+00
  7534   0.515027E-02   0.737413E-05   0.915447E-04   0.678641E+04   0.127329E+00
  7535   0.514551E-02   0.740043E-05   0.916517E-04   0.678367E+04   0.127253E+00
  7536   0.514076E-02   0.742663E-05   0.917582E-04   0.678093E+04   0.127176E+00
  7537   0.513601E-02   0.745275E-05   0.918643E-04   0.677819E+04   0.127100E+00
  7538   0.513127E-02   0.747877E-05   0.919699E-04   0.677545E+04   0.127024E+00
  7539   0.512654E-02   0.750470E-05   0.920752E-04   0.677271E+04   0.126947E+00
  7540   0.512181E-02   0.753055E-05   0.921800E-04   0.676998E+04   0.126871E+00
  7541   0.511709E-02   0.755630E-05   0.922843E-04   0.676724E+04   0.126795E+00
  7542   0.511238E-02   0.758197E-05   0.923882E-04   0.676451E+04   0.126719E+00
  7543   0.510768E-02   0.760754E-05   0.924917E-04   0.676178E+04   0.126643E+00
  7544   0.510298E-02   0.763303E-05   0.925948E-04   0.675904E+04   0.126567E+00
  7545   0.509829E-02   0.765843E-05   0.926974E-04   0.675631E+04   0.126491E+00
  7546   0.509360E-02   0.768374E-05   0.927996E-04   0.675358E+04   0.126415E+00
  7547   0.508892E-02   0.770895E-05   0.929013E-04   0.675085E+04   0.126339E+00
  7548   0.508425E-02   0.773408E-05   0.930026E-04   0.674813E+04   0.126264E+00
  7549   0.507959E-02   0.775913E-05   0.931035E-04   0.674540E+04   0.126188E+00
  7550   0.507493E-02   0.778408E-05   0.932040E-04   0.674267E+04   0.126112E+00
  7551   0.507028E-02   0.780894E-05   0.933040E-04   0.673995E+04   0.126037E+00
  7552   0.506564E-02   0.783371E-05   0.934037E-04   0.673723E+04   0.125961E+00
  7553   0.506100E-02   0.785840E-05   0.935028E-04   0.673450E+04   0.125886E+00
  7554   0.505637E-02   0.788300E-05   0.936016E-04   0.673178E+04   0.125810E+00
  7555   0.505175E-02   0.790751E-05   0.936999E-04   0.672906E+04   0.125735E+00
  7556   0.504713E-02   0.793193E-05   0.937978E-04   0.672634E+04   0.125660E+00
  7557   0.504253E-02   0.795626E-05   0.938953E-04   0.672362E+04   0.125585E+00
  7558   0.503792E-02   0.798051E-05   0.939923E-04   0.672091E+04   0.125510E+00
  7559   0.503333E-02   0.800466E-05   0.940890E-04   0.671819E+04   0.125434E+00
  7560   0.502874E-02   0.802873E-05   0.941852E-04   0.671547E+04   0.125359E+00
  7561   0.502416E-02   0.805271E-05   0.942809E-04   0.671276E+04   0.125284E+00
  7562   0.501959E-02   0.807660E-05   0.943763E-04   0.671005E+04   0.125209E+00
  7563   0.501502E-02   0.810041E-05   0.944712E-04   0.670733E+04   0.125135E+00
  7564   0.501046E-02   0.812413E-05   0.945657E-04   0.670462E+04   0.125060E+00
  7565   0.500590E-02   0.814776E-05   0.946598E-04   0.670191E+04   0.124985E+00
  7566   0.500136E-02   0.817130E-05   0.947534E-04   0.669920E+04   0.124910E+00
  7567   0.499681E-02   0.819476E-05   0.948467E-04   0.669649E+04   0.124836E+00
  7568   0.499228E-02   0.821813E-05   0.949395E-04   0.669379E+04   0.124761E+00
  7569   0.498775E-02   0.824141E-05   0.950319E-04   0.669108E+04   0.124687E+00
  7570   0.498323E-02   0.826461E-05   0.951238E-04   0.668837E+04   0.124612E+00
  7571   0.497872E-02   0.828771E-05   0.952154E-04   0.668567E+04   0.124538E+00
  7572   0.497421E-02   0.831074E-05   0.953065E-04   0.668297E+04   0.124463E+00
  7573   0.496971E-02   0.833367E-05   0.953972E-04   0.668026E+04   0.124389E+00
  7574   0.496522E-02   0.835652E-05   0.954875E-04   0.667756E+04   0.124315E+00
  7575   0.496073E-02   0.837928E-05   0.955774E-04   0.667486E+04   0.124241E+00
  7576   0.495626E-02   0.840196E-05   0.956669E-04   0.667216E+04   0.124166E+00
  7577   0.495178E-02   0.842455E-05   0.957559E-04   0.666946E+04   0.124092E+00
  7578   0.494732E-02   0.844705E-05   0.958445E-04   0.666677E+04   0.124018E+00
  7579   0.494286E-02   0.846947E-05   0.959328E-04   0.666407E+04   0.123944E+00
  7580   0.493840E-02   0.849180E-05   0.960206E-04   0.666138E+04   0.123870E+00
  7581   0.493396E-02   0.851404E-05   0.961079E-04   0.665868E+04   0.123797E+00
  7582   0.492952E-02   0.853620E-05   0.961949E-04   0.665599E+04   0.123723E+00
  7583   0.492509E-02   0.855828E-05   0.962814E-04   0.665330E+04   0.123649E+00
  7584   0.492066E-02   0.858026E-05   0.963676E-04   0.665060E+04   0.123575E+00
  7585   0.491624E-02   0.860217E-05   0.964533E-04   0.664791E+04   0.123502E+00
  7586   0.491183E-02   0.862398E-05   0.965386E-04   0.664523E+04   0.123428E+00
  7587   0.490742E-02   0.864572E-05   0.966235E-04   0.664254E+04   0.123355E+00
  7588   0.490303E-02   0.866736E-05   0.967080E-04   0.663985E+04   0.123281E+00
  7589   0.489863E-02   0.868892E-05   0.967921E-04   0.663716E+04   0.123208E+00
  7590   0.489425E-02   0.871040E-05   0.968757E-04   0.663448E+04   0.123134E+00
  7591   0.488987E-02   0.873179E-05   0.969590E-04   0.663179E+04   0.123061E+00
  7592   0.488550E-02   0.875310E-05   0.970418E-04   0.662911E+04   0.122988E+00
  7593   0.488113E-02   0.877432E-05   0.971243E-04   0.662643E+04   0.122915E+00
  7594   0.487677E-02   0.879546E-05   0.972063E-04   0.662375E+04   0.122842E+00
  7595   0.487242E-02   0.881651E-05   0.972879E-04   0.662107E+04   0.122769E+00
  7596   0.486807E-02   0.883748E-05   0.973691E-04   0.661839E+04   0.122696E+00
  7597   0.486373E-02   0.885837E-05   0.974499E-04   0.661571E+04   0.122623E+00
  7598   0.485940E-02   0.887917E-05   0.975303E-04   0.661303E+04   0.122550E+00
  7599   0.485507E-02   0.889988E-05   0.976103E-04   0.661036E+04   0.122477E+00
  7600   0.485075E-02   0.892051E-05   0.976899E-04   0.660768E+04   0.122404E+00
  7601   0.484644E-02   0.894106E-05   0.977691E-04   0.660501E+04   0.122331E+00
  7602   0.484214E-02   0.896152E-05   0.978478E-04   0.660233E+04   0.122259E+00
  7603   0.483784E-02   0.898190E-05   0.979262E-04   0.659966E+04   0.122186E+00
  7604   0.483354E-02   0.900220E-05   0.980042E-04   0.659699E+04   0.122114E+00
  7605   0.482926E-02   0.902241E-05   0.980817E-04   0.659432E+04   0.122041E+00
  7606   0.482498E-02   0.904254E-05   0.981589E-04   0.659165E+04   0.121969E+00
  7607   0.482070E-02   0.906259E-05   0.982356E-04   0.658898E+04   0.121896E+00
  7608   0.481644E-02   0.908255E-05   0.983120E-04   0.658632E+04   0.121824E+00
  7609   0.481218E-02   0.910243E-05   0.983879E-04   0.658365E+04   0.121752E+00
  7610   0.480792E-02   0.912223E-05   0.984635E-04   0.658099E+04   0.121679E+00
  7611   0.480368E-02   0.914194E-05   0.985386E-04   0.657832E+04   0.121607E+00
  7612   0.479943E-02   0.916157E-05   0.986134E-04   0.657566E+04   0.121535E+00
  7613   0.479520E-02   0.918112E-05   0.986877E-04   0.657300E+04   0.121463E+00
  7614   0.479097E-02   0.920059E-05   0.987616E-04   0.657034E+04   0.121391E+00
  7615   0.478675E-02   0.921997E-05   0.988352E-04   0.656768E+04   0.121319E+00
  7616   0.478254E-02   0.923927E-05   0.989083E-04   0.656502E+04   0.121247E+00
  7617   0.477833E-02   0.925849E-05   0.989811E-04   0.656236E+04   0.121175E+00
  7618   0.477413E-02   0.927762E-05   0.990534E-04   0.655970E+04   0.121104E+00
  7619   0.476993E-02   0.929667E-05   0.991254E-04   0.655704E+04   0.121032E+00
  7620   0.476574E-02   0.931564E-05   0.991969E-04   0.655439E+04   0.120960E+00
  7621   0.476156E-02   0.933453E-05   0.992681E-04   0.655174E+04   0.120889E+00
  7622   0.475739E-02   0.935334E-05   0.993389E-04   0.654908E+04   0.120817E+00
  7623   0.475322E-02   0.937206E-05   0.994092E-04   0.654643E+04   0.120746E+00
  7624   0.474905E-02   0.939071E-05   0.994792E-04   0.654378E+04   0.120674E+00
  7625   0.474490E-02   0.940927E-05   0.995488E-04   0.654113E+04   0.120603E+00
  7626   0.474075E-02   0.942775E-05   0.996180E-04   0.653848E+04   0.120531E+00
  7627   0.473660E-02   0.944615E-05   0.996867E-04   0.653583E+04   0.120460E+00
  7628   0.473247E-02   0.946446E-05   0.997551E-04   0.653319E+04   0.120389E+00
  7629   0.472834E-02   0.948270E-05   0.998231E-04   0.653054E+04   0.120318E+00
  7630   0.472421E-02   0.950086E-05   0.998908E-04   0.652789E+04   0.120247E+00
  7631   0.472009E-02   0.951893E-05   0.999580E-04   0.652525E+04   0.120175E+00
  7632   0.471598E-02   0.953692E-05   0.100025E-03   0.652261E+04   0.120104E+00
  7633   0.471188E-02   0.955483E-05   0.100091E-03   0.651997E+04   0.120034E+00
  7634   0.470778E-02   0.957266E-05   0.100157E-03   0.651732E+04   0.119963E+00
  7635   0.470369E-02   0.959041E-05   0.100223E-03   0.651468E+04   0.119892E+00
  7636   0.469960E-02   0.960808E-05   0.100288E-03   0.651204E+04   0.119821E+00
  7637   0.469552E-02   0.962567E-05   0.100353E-03   0.650941E+04   0.119750E+00
  7638   0.469145E-02   0.964318E-05   0.100418E-03   0.650677E+04   0.119680E+00
  7639   0.468738E-02   0.966061E-05   0.100482E-03   0.650413E+04   0.119609E+00
  7640   0.468332E-02   0.967796E-05   0.100545E-03   0.650150E+04   0.119538E+00
  7641   0.467927E-02   0.969522E-05   0.100609E-03   0.649886E+04   0.119468E+00
  7642   0.467522E-02   0.971241E-05   0.100672E-03   0.649623E+04   0.119397E+00
  7643   0.467118E-02   0.972952E-05   0.100734E-03   0.649360E+04   0.119327E+00
  7644   0.466714E-02   0.974655E-05   0.100796E-03   0.649097E+04   0.119257E+00
  7645   0.466312E-02   0.976350E-05   0.100858E-03   0.648834E+04   0.119186E+00
  7646   0.465909E-02   0.978037E-05   0.100920E-03   0.648571E+04   0.119116E+00
  7647   0.465508E-02   0.979715E-05   0.100981E-03   0.648308E+04   0.119046E+00
  7648   0.465107E-02   0.981386E-05   0.101041E-03   0.648045E+04   0.118976E+00
  7649   0.464706E-02   0.983049E-05   0.101101E-03   0.647783E+04   0.118906E+00
  7650   0.464307E-02   0.984705E-05   0.101161E-03   0.647520E+04   0.118836E+00
  7651   0.463908E-02   0.986352E-05   0.101221E-03   0.647258E+04   0.118766E+00
  7652   0.463509E-02   0.987991E-05   0.101280E-03   0.646995E+04   0.118696E+00
  7653   0.463111E-02   0.989622E-05   0.101339E-03   0.646733E+04   0.118626E+00
  7654   0.462714E-02   0.991246E-05   0.101397E-03   0.646471E+04   0.118556E+00
  7655   0.462318E-02   0.992861E-05   0.101455E-03   0.646209E+04   0.118486E+00
