#    L    TT             EE             TE             PP             TP          
   934   0.150235E+04   0.347477E+02   0.596724E+02   0.353414E+06   0.953989E+02
   935   0.149087E+04   0.350447E+02   0.589989E+02   0.352820E+06   0.945186E+02
   936   0.147954E+04   0.353386E+02   0.582971E+02   0.352226E+06   0.936465E+02
   937   0.146822E+04   0.356303E+02   0.575663E+02   0.351635E+06   0.927806E+02
   938   0.145704E+04   0.359189E+02   0.568071E+02   0.351044E+06   0.919190E+02
   939   0.144601E+04   0.362030E+02   0.560197E+02   0.350456E+06   0.910600E+02
   940   0.143499E+04   0.364849E+02   0.552049E+02   0.349868E+06   0.902017E+02
   941   0.142412E+04   0.367630E+02   0.543626E+02   0.349283E+06   0.893423E+02
   942   0.141332E+04   0.370373E+02   0.534937E+02   0.348698E+06   0.884803E+02
   943   0.140275E+04   0.373079E+02   0.525989E+02   0.348115E+06   0.876167E+02
   944   0.139225E+04   0.375748E+02   0.516774E+02   0.347534E+06   0.867527E+02
   945   0.138183E+04   0.378371E+02   0.507306E+02   0.346954E+06   0.858897E+02
   946   0.137156E+04   0.380964E+02   0.497587E+02   0.346376E+06   0.850289E+02
   947   0.136137E+04   0.383511E+02   0.487629E+02   0.345798E+06   0.841717E+02
   948   0.135117E+04   0.386028E+02   0.477426E+02   0.345223E+06   0.833193E+02
   949   0.134127E+04   0.388485E+02   0.466993E+02   0.344649E+06   0.824728E+02
   950   0.133145E+04   0.390904E+02   0.456322E+02   0.344076E+06   0.816315E+02
   951   0.132177E+04   0.393285E+02   0.445429E+02   0.343504E+06   0.807945E+02
   952   0.131225E+04   0.395620E+02   0.434320E+02   0.342935E+06   0.799608E+02
   953   0.130280E+04   0.397895E+02   0.422990E+02   0.342366E+06   0.791295E+02
   954   0.129351E+04   0.400133E+02   0.411454E+02   0.341799E+06   0.782995E+02
   955   0.128430E+04   0.402317E+02   0.399711E+02   0.341233E+06   0.774700E+02
   956   0.127524E+04   0.404456E+02   0.387763E+02   0.340669E+06   0.766404E+02
   957   0.126641E+04   0.406535E+02   0.375631E+02   0.340106E+06   0.758112E+02
   958   0.125759E+04   0.408562E+02   0.363300E+02   0.339544E+06   0.749837E+02
   959   0.124906E+04   0.410550E+02   0.350785E+02   0.338984E+06   0.741587E+02
   960   0.124062E+04   0.412477E+02   0.338108E+02   0.338426E+06   0.733375E+02
   961   0.123225E+04   0.414352E+02   0.325246E+02   0.337868E+06   0.725210E+02
   962   0.122411E+04   0.416173E+02   0.312222E+02   0.337312E+06   0.717103E+02
   963   0.121612E+04   0.417941E+02   0.299036E+02   0.336757E+06   0.709060E+02
   964   0.120827E+04   0.419647E+02   0.285702E+02   0.336204E+06   0.701076E+02
   965   0.120051E+04   0.421301E+02   0.272214E+02   0.335652E+06   0.693138E+02
   966   0.119297E+04   0.422902E+02   0.258587E+02   0.335102E+06   0.685237E+02
   967   0.118551E+04   0.424449E+02   0.244821E+02   0.334553E+06   0.677362E+02
   968   0.117820E+04   0.425921E+02   0.230925E+02   0.334005E+06   0.669502E+02
   969   0.117112E+04   0.427339E+02   0.216912E+02   0.333458E+06   0.661646E+02
   970   0.116420E+04   0.428705E+02   0.202770E+02   0.332913E+06   0.653788E+02
   971   0.115736E+04   0.430010E+02   0.188520E+02   0.332369E+06   0.645937E+02
   972   0.115067E+04   0.431247E+02   0.174169E+02   0.331827E+06   0.638107E+02
   973   0.114413E+04   0.432423E+02   0.159709E+02   0.331285E+06   0.630311E+02
   974   0.113782E+04   0.433546E+02   0.145149E+02   0.330746E+06   0.622561E+02
   975   0.113166E+04   0.434608E+02   0.130511E+02   0.330207E+06   0.614872E+02
   976   0.112566E+04   0.435594E+02   0.115786E+02   0.329670E+06   0.607256E+02
   977   0.111980E+04   0.436527E+02   0.100989E+02   0.329134E+06   0.599723E+02
   978   0.111402E+04   0.437399E+02   0.861201E+01   0.328599E+06   0.592263E+02
   979   0.110854E+04   0.438211E+02   0.711923E+01   0.328066E+06   0.584863E+02
   980   0.110313E+04   0.438953E+02   0.562048E+01   0.327534E+06   0.577511E+02
   981   0.109788E+04   0.439621E+02   0.411653E+01   0.327003E+06   0.570192E+02
   982   0.109278E+04   0.440242E+02   0.260848E+01   0.326474E+06   0.562893E+02
   983   0.108792E+04   0.440796E+02   0.109647E+01   0.325946E+06   0.555601E+02
   984   0.108313E+04   0.441266E+02  -0.418729E+00   0.325419E+06   0.548307E+02
   985   0.107858E+04   0.441691E+02  -0.193665E+01   0.324893E+06   0.541020E+02
   986   0.107410E+04   0.442047E+02  -0.345626E+01   0.324369E+06   0.533752E+02
   987   0.106978E+04   0.442336E+02  -0.497765E+01   0.323846E+06   0.526518E+02
   988   0.106568E+04   0.442571E+02  -0.649962E+01   0.323324E+06   0.519330E+02
   989   0.106174E+04   0.442731E+02  -0.802082E+01   0.322804E+06   0.512201E+02
   990   0.105795E+04   0.442860E+02  -0.954266E+01   0.322285E+06   0.505145E+02
   991   0.105431E+04   0.442892E+02  -0.110631E+02   0.321767E+06   0.498171E+02
   992   0.105082E+04   0.442863E+02  -0.125822E+02   0.321250E+06   0.491275E+02
   993   0.104740E+04   0.442766E+02  -0.140992E+02   0.320734E+06   0.484446E+02
   994   0.104421E+04   0.442615E+02  -0.156125E+02   0.320220E+06   0.477677E+02
   995   0.104125E+04   0.442395E+02  -0.171229E+02   0.319707E+06   0.470959E+02
   996   0.103837E+04   0.442092E+02  -0.186289E+02   0.319196E+06   0.464283E+02
   997   0.103564E+04   0.441750E+02  -0.201313E+02   0.318685E+06   0.457640E+02
   998   0.103306E+04   0.441332E+02  -0.216270E+02   0.318176E+06   0.451023E+02
   999   0.103064E+04   0.440853E+02  -0.231175E+02   0.317668E+06   0.444435E+02
  1000   0.102837E+04   0.440312E+02  -0.246021E+02   0.317161E+06   0.437878E+02
  1001   0.102625E+04   0.439703E+02  -0.260786E+02   0.316655E+06   0.431358E+02
  1002   0.102421E+04   0.439027E+02  -0.275477E+02   0.316151E+06   0.424878E+02
  1003   0.102241E+04   0.438298E+02  -0.290094E+02   0.315648E+06   0.418441E+02
  1004   0.102076E+04   0.437502E+02  -0.304622E+02   0.315146E+06   0.412052E+02
  1005   0.101934E+04   0.436646E+02  -0.319047E+02   0.314645E+06   0.405715E+02
  1006   0.101799E+04   0.435724E+02  -0.333382E+02   0.314146E+06   0.399431E+02
  1007   0.101673E+04   0.434740E+02  -0.347613E+02   0.313647E+06   0.393201E+02
  1008   0.101540E+04   0.433697E+02  -0.361732E+02   0.313150E+06   0.387029E+02
  1009   0.101445E+04   0.432592E+02  -0.375738E+02   0.312654E+06   0.380916E+02
  1010   0.101364E+04   0.431433E+02  -0.389623E+02   0.312159E+06   0.374862E+02
  1011   0.101291E+04   0.430219E+02  -0.403380E+02   0.311666E+06   0.368871E+02
  1012   0.101234E+04   0.428936E+02  -0.417023E+02   0.311173E+06   0.362942E+02
  1013   0.101191E+04   0.427606E+02  -0.430515E+02   0.310682E+06   0.357074E+02
  1014   0.101163E+04   0.426207E+02  -0.443878E+02   0.310192E+06   0.351264E+02
  1015   0.101136E+04   0.424762E+02  -0.457089E+02   0.309703E+06   0.345508E+02
  1016   0.101132E+04   0.423248E+02  -0.470157E+02   0.309215E+06   0.339804E+02
  1017   0.101142E+04   0.421689E+02  -0.483072E+02   0.308729E+06   0.334149E+02
  1018   0.101161E+04   0.420062E+02  -0.495828E+02   0.308244E+06   0.328539E+02
  1019   0.101188E+04   0.418398E+02  -0.508425E+02   0.307759E+06   0.322972E+02
  1020   0.101238E+04   0.416659E+02  -0.520856E+02   0.307276E+06   0.317449E+02
  1021   0.101295E+04   0.414875E+02  -0.533120E+02   0.306794E+06   0.311971E+02
  1022   0.101361E+04   0.413045E+02  -0.545211E+02   0.306314E+06   0.306539E+02
  1023   0.101442E+04   0.411156E+02  -0.557099E+02   0.305834E+06   0.301154E+02
  1024   0.101530E+04   0.409213E+02  -0.568822E+02   0.305355E+06   0.295818E+02
  1025   0.101627E+04   0.407232E+02  -0.580327E+02   0.304878E+06   0.290531E+02
  1026   0.101761E+04   0.405191E+02  -0.591661E+02   0.304402E+06   0.285294E+02
  1027   0.101881E+04   0.403118E+02  -0.602799E+02   0.303927E+06   0.280110E+02
  1028   0.102009E+04   0.400992E+02  -0.613726E+02   0.303453E+06   0.274979E+02
  1029   0.102151E+04   0.398813E+02  -0.624463E+02   0.302980E+06   0.269902E+02
  1030   0.102302E+04   0.396595E+02  -0.634987E+02   0.302508E+06   0.264881E+02
  1031   0.102445E+04   0.394331E+02  -0.645283E+02   0.302038E+06   0.259917E+02
  1032   0.102618E+04   0.392006E+02  -0.655402E+02   0.301568E+06   0.255011E+02
  1033   0.102791E+04   0.389650E+02  -0.665290E+02   0.301100E+06   0.250164E+02
  1034   0.102987E+04   0.387263E+02  -0.674949E+02   0.300633E+06   0.245375E+02
  1035   0.103183E+04   0.384822E+02  -0.684395E+02   0.300167E+06   0.240644E+02
  1036   0.103387E+04   0.382336E+02  -0.693619E+02   0.299702E+06   0.235969E+02
  1037   0.103598E+04   0.379820E+02  -0.702617E+02   0.299238E+06   0.231350E+02
  1038   0.103825E+04   0.377273E+02  -0.711389E+02   0.298775E+06   0.226786E+02
  1039   0.104059E+04   0.374681E+02  -0.719898E+02   0.298313E+06   0.222275E+02
  1040   0.104287E+04   0.372051E+02  -0.728197E+02   0.297853E+06   0.217816E+02
  1041   0.104537E+04   0.369398E+02  -0.736233E+02   0.297393E+06   0.213411E+02
  1042   0.104787E+04   0.366701E+02  -0.744050E+02   0.296935E+06   0.209058E+02
  1043   0.105046E+04   0.363973E+02  -0.751603E+02   0.296477E+06   0.204758E+02
  1044   0.105319E+04   0.361207E+02  -0.758927E+02   0.296021E+06   0.200511E+02
  1045   0.105586E+04   0.358434E+02  -0.766022E+02   0.295566E+06   0.196317E+02
  1046   0.105868E+04   0.355615E+02  -0.772812E+02   0.295112E+06   0.192175E+02
  1047   0.106158E+04   0.352766E+02  -0.779445E+02   0.294658E+06   0.188087E+02
  1048   0.106440E+04   0.349894E+02  -0.785773E+02   0.294206E+06   0.184053E+02
  1049   0.106738E+04   0.346999E+02  -0.791796E+02   0.293756E+06   0.180073E+02
  1050   0.107036E+04   0.344074E+02  -0.797589E+02   0.293306E+06   0.176148E+02
  1051   0.107341E+04   0.341125E+02  -0.803152E+02   0.292857E+06   0.172280E+02
  1052   0.107654E+04   0.338154E+02  -0.808411E+02   0.292409E+06   0.168468E+02
  1053   0.107959E+04   0.335159E+02  -0.813440E+02   0.291962E+06   0.164714E+02
  1054   0.108271E+04   0.332149E+02  -0.818241E+02   0.291517E+06   0.161018E+02
  1055   0.108583E+04   0.329124E+02  -0.822738E+02   0.291072E+06   0.157379E+02
  1056   0.108903E+04   0.326076E+02  -0.827008E+02   0.290628E+06   0.153795E+02
  1057   0.109231E+04   0.323012E+02  -0.830975E+02   0.290186E+06   0.150266E+02
  1058   0.109573E+04   0.319940E+02  -0.834715E+02   0.289744E+06   0.146789E+02
  1059   0.109909E+04   0.316845E+02  -0.838153E+02   0.289304E+06   0.143363E+02
  1060   0.110245E+04   0.313736E+02  -0.841365E+02   0.288865E+06   0.139987E+02
  1061   0.110581E+04   0.310625E+02  -0.844275E+02   0.288426E+06   0.136660E+02
  1062   0.110926E+04   0.307500E+02  -0.846959E+02   0.287989E+06   0.133384E+02
  1063   0.111256E+04   0.304366E+02  -0.849339E+02   0.287552E+06   0.130160E+02
  1064   0.111602E+04   0.301225E+02  -0.851565E+02   0.287117E+06   0.126991E+02
  1065   0.111947E+04   0.298068E+02  -0.853487E+02   0.286683E+06   0.123879E+02
  1066   0.112285E+04   0.294911E+02  -0.855104E+02   0.286250E+06   0.120825E+02
  1067   0.112638E+04   0.291753E+02  -0.856415E+02   0.285817E+06   0.117833E+02
  1068   0.112983E+04   0.288587E+02  -0.857493E+02   0.285386E+06   0.114903E+02
  1069   0.113328E+04   0.285428E+02  -0.858414E+02   0.284956E+06   0.112033E+02
  1070   0.113681E+04   0.282254E+02  -0.859029E+02   0.284526E+06   0.109221E+02
  1071   0.114018E+04   0.279095E+02  -0.859339E+02   0.284098E+06   0.106463E+02
  1072   0.114363E+04   0.275929E+02  -0.859344E+02   0.283671E+06   0.103756E+02
  1073   0.114715E+04   0.272770E+02  -0.859120E+02   0.283245E+06   0.101099E+02
  1074   0.115053E+04   0.269619E+02  -0.858665E+02   0.282819E+06   0.984870E+01
  1075   0.115398E+04   0.266461E+02  -0.857982E+02   0.282395E+06   0.959190E+01
  1076   0.115736E+04   0.263319E+02  -0.856996E+02   0.281972E+06   0.933964E+01
  1077   0.116082E+04   0.260184E+02  -0.855856E+02   0.281550E+06   0.909217E+01
  1078   0.116413E+04   0.257065E+02  -0.854264E+02   0.281128E+06   0.884974E+01
  1079   0.116744E+04   0.253946E+02  -0.852592E+02   0.280708E+06   0.861260E+01
  1080   0.117083E+04   0.250834E+02  -0.850692E+02   0.280289E+06   0.838100E+01
  1081   0.117407E+04   0.247752E+02  -0.848489E+02   0.279870E+06   0.815518E+01
  1082   0.117731E+04   0.244678E+02  -0.846058E+02   0.279453E+06   0.793533E+01
  1083   0.118055E+04   0.241611E+02  -0.843398E+02   0.279036E+06   0.772133E+01
  1084   0.118379E+04   0.238566E+02  -0.840509E+02   0.278621E+06   0.751298E+01
  1085   0.118695E+04   0.235537E+02  -0.837315E+02   0.278206E+06   0.731010E+01
  1086   0.119012E+04   0.232529E+02  -0.834039E+02   0.277793E+06   0.711249E+01
  1087   0.119321E+04   0.229544E+02  -0.830309E+02   0.277380E+06   0.691995E+01
  1088   0.119623E+04   0.226560E+02  -0.826495E+02   0.276968E+06   0.673231E+01
  1089   0.119925E+04   0.223612E+02  -0.822375E+02   0.276558E+06   0.654940E+01
  1090   0.120220E+04   0.220687E+02  -0.818171E+02   0.276148E+06   0.637123E+01
  1091   0.120514E+04   0.217777E+02  -0.813588E+02   0.275739E+06   0.619784E+01
  1092   0.120808E+04   0.214890E+02  -0.808850E+02   0.275331E+06   0.602926E+01
  1093   0.121087E+04   0.212041E+02  -0.803883E+02   0.274925E+06   0.586553E+01
  1094   0.121351E+04   0.209206E+02  -0.798763E+02   0.274519E+06   0.570669E+01
  1095   0.121630E+04   0.206417E+02  -0.793491E+02   0.274114E+06   0.555278E+01
  1096   0.121893E+04   0.203636E+02  -0.787919E+02   0.273709E+06   0.540385E+01
  1097   0.122148E+04   0.200893E+02  -0.782121E+02   0.273306E+06   0.525995E+01
  1098   0.122403E+04   0.198188E+02  -0.776170E+02   0.272904E+06   0.512116E+01
  1099   0.122650E+04   0.195513E+02  -0.770067E+02   0.272503E+06   0.498754E+01
  1100   0.122890E+04   0.192876E+02  -0.763737E+02   0.272102E+06   0.485917E+01
  1101   0.123123E+04   0.190262E+02  -0.757230E+02   0.271703E+06   0.473610E+01
  1102   0.123363E+04   0.187686E+02  -0.750524E+02   0.271304E+06   0.461842E+01
  1103   0.123582E+04   0.185148E+02  -0.743648E+02   0.270907E+06   0.450612E+01
  1104   0.123801E+04   0.182656E+02  -0.736588E+02   0.270510E+06   0.439900E+01
  1105   0.124006E+04   0.180194E+02  -0.729365E+02   0.270114E+06   0.429679E+01
  1106   0.124210E+04   0.177763E+02  -0.721966E+02   0.269719E+06   0.419922E+01
  1107   0.124407E+04   0.175377E+02  -0.714404E+02   0.269325E+06   0.410603E+01
  1108   0.124596E+04   0.173021E+02  -0.706688E+02   0.268932E+06   0.401693E+01
  1109   0.124770E+04   0.170689E+02  -0.698810E+02   0.268540E+06   0.393167E+01
  1110   0.124943E+04   0.168424E+02  -0.690785E+02   0.268149E+06   0.385007E+01
  1111   0.125101E+04   0.166197E+02  -0.682607E+02   0.267759E+06   0.377239E+01
  1112   0.125266E+04   0.164008E+02  -0.674296E+02   0.267369E+06   0.369896E+01
  1113   0.125408E+04   0.161871E+02  -0.665833E+02   0.266980E+06   0.363015E+01
  1114   0.125542E+04   0.159765E+02  -0.657245E+02   0.266593E+06   0.356629E+01
  1115   0.125676E+04   0.157712E+02  -0.648535E+02   0.266206E+06   0.350774E+01
  1116   0.125803E+04   0.155704E+02  -0.639693E+02   0.265820E+06   0.345484E+01
  1117   0.125915E+04   0.153741E+02  -0.630736E+02   0.265435E+06   0.340780E+01
  1118   0.126019E+04   0.151831E+02  -0.621649E+02   0.265051E+06   0.336627E+01
  1119   0.126123E+04   0.149959E+02  -0.612461E+02   0.264668E+06   0.332977E+01
  1120   0.126213E+04   0.148140E+02  -0.603166E+02   0.264285E+06   0.329780E+01
  1121   0.126295E+04   0.146367E+02  -0.593755E+02   0.263904E+06   0.326986E+01
  1122   0.126369E+04   0.144640E+02  -0.584259E+02   0.263523E+06   0.324549E+01
  1123   0.126428E+04   0.142973E+02  -0.574671E+02   0.263143E+06   0.322417E+01
  1124   0.126487E+04   0.141345E+02  -0.564990E+02   0.262764E+06   0.320557E+01
  1125   0.126531E+04   0.139771E+02  -0.555216E+02   0.262386E+06   0.318997E+01
  1126   0.126567E+04   0.138250E+02  -0.545372E+02   0.262009E+06   0.317776E+01
  1127   0.126596E+04   0.136774E+02  -0.535450E+02   0.261633E+06   0.316937E+01
  1128   0.126616E+04   0.135360E+02  -0.525466E+02   0.261257E+06   0.316522E+01
  1129   0.126629E+04   0.133998E+02  -0.515403E+02   0.260882E+06   0.316570E+01
  1130   0.126619E+04   0.132681E+02  -0.505285E+02   0.260509E+06   0.317125E+01
  1131   0.126616E+04   0.131418E+02  -0.495119E+02   0.260136E+06   0.318215E+01
  1132   0.126598E+04   0.130207E+02  -0.484891E+02   0.259764E+06   0.319817E+01
  1133   0.126565E+04   0.129057E+02  -0.474622E+02   0.259392E+06   0.321896E+01
  1134   0.126531E+04   0.127953E+02  -0.464307E+02   0.259022E+06   0.324419E+01
  1135   0.126482E+04   0.126901E+02  -0.453952E+02   0.258652E+06   0.327349E+01
  1136   0.126426E+04   0.125911E+02  -0.443580E+02   0.258284E+06   0.330651E+01
  1137   0.126363E+04   0.124966E+02  -0.433162E+02   0.257916E+06   0.334292E+01
  1138   0.126292E+04   0.124090E+02  -0.422736E+02   0.257549E+06   0.338243E+01
  1139   0.126214E+04   0.123253E+02  -0.412278E+02   0.257182E+06   0.342507E+01
  1140   0.126121E+04   0.122484E+02  -0.401820E+02   0.256817E+06   0.347094E+01
  1141   0.126020E+04   0.121754E+02  -0.391345E+02   0.256452E+06   0.352013E+01
  1142   0.125911E+04   0.121091E+02  -0.380868E+02   0.256089E+06   0.357276E+01
  1143   0.125795E+04   0.120474E+02  -0.370398E+02   0.255726E+06   0.362892E+01
  1144   0.125655E+04   0.119910E+02  -0.359933E+02   0.255364E+06   0.368871E+01
  1145   0.125523E+04   0.119414E+02  -0.349475E+02   0.255002E+06   0.375223E+01
  1146   0.125374E+04   0.118964E+02  -0.339030E+02   0.254642E+06   0.381955E+01
  1147   0.125218E+04   0.118574E+02  -0.328605E+02   0.254282E+06   0.389076E+01
  1148   0.125047E+04   0.118230E+02  -0.318203E+02   0.253923E+06   0.396592E+01
  1149   0.124875E+04   0.117946E+02  -0.307836E+02   0.253565E+06   0.404512E+01
  1150   0.124689E+04   0.117716E+02  -0.297499E+02   0.253208E+06   0.412843E+01
  1151   0.124502E+04   0.117539E+02  -0.287198E+02   0.252852E+06   0.421592E+01
  1152   0.124293E+04   0.117416E+02  -0.276942E+02   0.252496E+06   0.430759E+01
  1153   0.124092E+04   0.117353E+02  -0.266738E+02   0.252141E+06   0.440311E+01
  1154   0.123876E+04   0.117344E+02  -0.256571E+02   0.251787E+06   0.450206E+01
  1155   0.123652E+04   0.117388E+02  -0.246463E+02   0.251434E+06   0.460402E+01
  1156   0.123413E+04   0.117478E+02  -0.236423E+02   0.251081E+06   0.470859E+01
  1157   0.123167E+04   0.117622E+02  -0.226435E+02   0.250730E+06   0.481535E+01
  1158   0.122920E+04   0.117826E+02  -0.216522E+02   0.250379E+06   0.492389E+01
  1159   0.122665E+04   0.118076E+02  -0.206676E+02   0.250029E+06   0.503394E+01
  1160   0.122388E+04   0.118386E+02  -0.196920E+02   0.249679E+06   0.514588E+01
  1161   0.122117E+04   0.118742E+02  -0.187232E+02   0.249331E+06   0.526023E+01
  1162   0.121831E+04   0.119151E+02  -0.177633E+02   0.248983E+06   0.537753E+01
